ensemble,case,b,n,s,time_h,eke_25_90N_area_mass_weighted_m2_s-2
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,318.0,14.193448899080536
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,319.0,14.35304260689947
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,320.0,14.513496247852524
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,321.0,14.675199936449893
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,322.0,14.838325478383275
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,323.0,15.00232667720088
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,324.0,15.167733213958831
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,325.0,15.335433081976722
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,326.0,15.505713407213603
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,327.0,15.677507753387411
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,328.0,15.850843625045526
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,329.0,16.026799077038866
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,330.0,16.205113487995465
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,331.0,16.38634366927115
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,332.0,16.570725330441554
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,333.0,16.758636476384343
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,334.0,16.950275794309835
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,335.0,17.14533235560112
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,336.0,17.34446397606299
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,337.0,17.548827622610986
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,338.0,17.75812919250921
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,339.0,17.972258918167196
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,340.0,18.191232506043768
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,341.0,18.41446852344526
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,342.0,18.642877452623864
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,343.0,18.877186620532797
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,344.0,19.11647459264225
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,345.0,19.36144086160955
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,346.0,19.612144522994104
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,347.0,19.86790226360713
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,348.0,20.129646283659252
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,349.0,20.396227841128734
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,350.0,20.667865627154757
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,351.0,20.94418153098494
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,352.0,21.225156927730826
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,353.0,21.51057823770322
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,354.0,21.80090499852016
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,355.0,22.09648661151397
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,356.0,22.395863432824054
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,357.0,22.699939216976645
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,358.0,23.006919730515325
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,359.0,23.316829760064383
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,360.0,23.629702668465185
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,1.0,0.0016474641544356
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,2.0,0.0014330672392894
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,3.0,0.0013558069339198
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,4.0,0.0013186862131193
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,5.0,0.001296568275962
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,6.0,0.0012776205023921
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,7.0,0.0012562528800482
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,8.0,0.0012330844187845
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,9.0,0.0012148059208174
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,10.0,0.0011988489241812
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,11.0,0.0011825785704826
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,12.0,0.0011671773485794
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,13.0,0.0011674961989046
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,14.0,0.0011712666425434
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,15.0,0.0011752864876686
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,16.0,0.0011799104665194
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,17.0,0.0011803896975887
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,18.0,0.0011872798148465
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,19.0,0.0011938867192429
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,20.0,0.0012001294976043
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,21.0,0.001209385744527
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,22.0,0.001219148219378
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,23.0,0.0012313019741168
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,24.0,0.0012500461686631
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,25.0,0.0012808789829295
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,26.0,0.0013123356884005
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,27.0,0.0013393187744411
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,28.0,0.0013604448746259
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,29.0,0.00138109105451
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,30.0,0.0014030983095067
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,31.0,0.0014215941237154
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,32.0,0.0014453915409384
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,33.0,0.0014740519759363
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,34.0,0.0014596659426568
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,35.0,0.0014501075003085
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,36.0,0.0014041954855787
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,37.0,0.0015928360147815
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,38.0,0.0015394917858958
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,39.0,0.0014961321767766
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,40.0,0.0015044439305776
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,41.0,0.0015233669853214
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,42.0,0.0015402561543686
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,43.0,0.0015622218867145
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,44.0,0.0015865575608532
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,45.0,0.0016143525726611
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,46.0,0.0016418551799616
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,47.0,0.0016702655865552
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,48.0,0.0016962048709395
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,49.0,0.0017278449056432
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,50.0,0.0017673962582719
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,51.0,0.0018127479486159
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,52.0,0.0018608451286557
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,53.0,0.0019062070170236
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,54.0,0.0019497050471217
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,55.0,0.0019960632572997
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,56.0,0.0020432543377012
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,57.0,0.0020944739829154
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,58.0,0.0021543630296003
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,59.0,0.0022181817892595
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,60.0,0.0022855161739928
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,61.0,0.002358460443906
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,62.0,0.0024393236515338
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,63.0,0.0025298185868552
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,64.0,0.0026233952454908
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,65.0,0.0027112377690044
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,66.0,0.0028000478250526
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,67.0,0.0028863693474261
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,68.0,0.0029692919329588
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,69.0,0.0030739713777589
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,70.0,0.0032098210805852
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,71.0,0.0033087007055938
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,72.0,0.003388435711839
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,73.0,0.0035202303195286
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,74.0,0.003714006547836
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,75.0,0.0038506208193324
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,76.0,0.003992630906497
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,77.0,0.0041748130309251
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,78.0,0.0043674401376029
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,79.0,0.0045513033621598
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,80.0,0.0047308031416783
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,81.0,0.0049159609742131
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,82.0,0.0051185566441821
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,83.0,0.005341074422928
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,84.0,0.0055785962825609
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,85.0,0.0058279279124689
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,86.0,0.0060972348392948
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,87.0,0.0063866142462967
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,88.0,0.0066896814846551
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,89.0,0.007005221043956
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,90.0,0.0073354976081541
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,91.0,0.0076843460441612
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,92.0,0.0080475641771769
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,93.0,0.0084264669538365
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,94.0,0.0088231735934381
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,95.0,0.0092466230389502
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,96.0,0.0096972049869915
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,97.0,0.0101713388587187
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,98.0,0.0106682631385128
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,99.0,0.0111905088498869
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,100.0,0.0117440656126718
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,101.0,0.0123268006079484
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,102.0,0.0129371459204713
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,103.0,0.01357868767837
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,104.0,0.0142453525367463
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,105.0,0.014953765540299
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,106.0,0.0157345741228262
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,107.0,0.0165568225490375
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,108.0,0.0173980417821603
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,109.0,0.0182760008370562
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,110.0,0.0192194628322583
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,111.0,0.0202153335447874
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,112.0,0.0212433306110207
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,113.0,0.0223271287911404
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,114.0,0.0234825978729488
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,115.0,0.0247185163724073
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,116.0,0.0260337240769749
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,117.0,0.0274075163539316
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,118.0,0.0288351800843988
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,119.0,0.0303383424099341
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,120.0,0.0319321759494544
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,121.0,0.033610963809674
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,122.0,0.0353752102160404
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,123.0,0.0372403062668829
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,124.0,0.0392119020597107
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,125.0,0.0412887804524273
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,126.0,0.043480122090656
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,127.0,0.0457922335826793
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,128.0,0.0482332737503476
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,129.0,0.0508046622289302
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,130.0,0.0535129870334006
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,131.0,0.0563683176289934
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,132.0,0.0593869025899673
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,133.0,0.062575199369693
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,134.0,0.0659324956612765
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,135.0,0.0694682261414699
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,136.0,0.0731964481282552
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,137.0,0.0771304737488169
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,138.0,0.0812855831010973
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,139.0,0.0856784152344578
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,140.0,0.090307134869138
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,141.0,0.0951860903212139
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,142.0,0.1003535218908852
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,143.0,0.1057935550065998
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,144.0,0.1114954316738931
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,145.0,0.1175073935283144
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,146.0,0.1238551126781946
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,147.0,0.1305664808742552
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,148.0,0.1376435488515266
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,149.0,0.1451016004806574
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,150.0,0.1529692075727103
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,151.0,0.1612419517044163
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,152.0,0.1699451173522481
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,153.0,0.1791401589420758
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,154.0,0.1888499387233705
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,155.0,0.1990726055840223
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,156.0,0.2098313015845695
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,157.0,0.2211563385459564
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,158.0,0.2330664180833226
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,159.0,0.2455972873645344
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,160.0,0.2587983427879749
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,161.0,0.2727109446306897
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,162.0,0.2873671656387943
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,163.0,0.3027981408768188
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,164.0,0.3190352036798163
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,165.0,0.3361136714916483
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,166.0,0.354060049143274
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,167.0,0.3729079130038111
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,168.0,0.3927147010237766
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,169.0,0.413541697102406
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,170.0,0.4354343384274352
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,171.0,0.4584395022729691
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,172.0,0.4826049846539642
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,173.0,0.5079674894297597
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,174.0,0.5345742721164198
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,175.0,0.5624902118423366
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,176.0,0.5917553793182142
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,177.0,0.6223864703980434
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,178.0,0.6544841244049152
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,179.0,0.6881052770203264
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,180.0,0.7232688017723157
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,181.0,0.7600695367503605
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,182.0,0.7985732439353076
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,183.0,0.8387795432054117
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,184.0,0.8807611872117374
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,185.0,0.9245682580203484
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,186.0,0.970270431390178
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,187.0,1.017947386552812
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,188.0,1.067647115973369
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,189.0,1.1194082224446675
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,190.0,1.1732815365308322
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,191.0,1.2293998775002772
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,192.0,1.287823360992132
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,193.0,1.3484973130869713
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,194.0,1.4114370613323994
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,195.0,1.4767183163044613
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,196.0,1.544479561532395
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,197.0,1.6146288201087196
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,198.0,1.6871421132421829
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,199.0,1.7620907452025043
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,200.0,1.8397212632685715
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,201.0,1.9199778060589043
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,202.0,2.0027821893843614
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,203.0,2.088182504852174
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,204.0,2.176656481292309
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,205.0,2.2675427739001224
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,206.0,2.3610309937063665
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,207.0,2.4573660035875857
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,208.0,2.5565662580096395
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,209.0,2.658385355224937
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,210.0,2.762766220002921
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,211.0,2.870598522961471
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,212.0,2.9813554938091817
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,213.0,3.0948292923894045
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,214.0,3.211012785294285
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,215.0,3.3308733233287837
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,216.0,3.45464889997446
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,217.0,3.581253657395264
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,218.0,3.710295962642461
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,219.0,3.842142423662465
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,220.0,3.977467026470948
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,221.0,4.116233550900612
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,222.0,4.258714701019742
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,223.0,4.40426864918962
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,224.0,4.552772628928548
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,225.0,4.704052515022564
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,226.0,4.858397865948173
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,227.0,5.01718488045937
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,228.0,5.179564451821373
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,229.0,5.345067201402189
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,230.0,5.513056600061434
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,231.0,5.6845851081539385
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,232.0,5.859018652929489
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,233.0,6.037543771613635
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,234.0,6.219461624435003
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,235.0,6.404869888258172
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,236.0,6.594347845322445
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,237.0,6.786700605092191
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,238.0,6.9814383010873
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,239.0,7.179103182161697
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,240.0,7.379456330764691
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,241.0,7.583079885649168
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,242.0,7.789677432511247
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,243.0,7.999078933533702
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,244.0,8.210889780637084
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,245.0,8.42561658846502
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,246.0,8.642756345050127
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,247.0,8.861801373355691
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,248.0,9.084165028764811
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,249.0,9.307836473464404
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,250.0,9.533104726699255
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,251.0,9.759294728393716
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,252.0,9.985873056038525
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,253.0,10.214437367846797
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,254.0,10.444158184998589
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,255.0,10.675834628941857
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,256.0,10.90883117834076
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,257.0,11.14223733094832
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,258.0,11.376728884010603
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,259.0,11.611340374861358
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,260.0,11.845529255728447
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,261.0,12.080601101766373
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,262.0,12.31717992214988
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,263.0,12.55452521265945
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,264.0,12.790740660632936
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,265.0,13.026162173057612
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,266.0,13.260522326244812
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,267.0,13.494942954974674
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,268.0,13.72902799101279
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,269.0,13.96392907403375
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,270.0,14.197468596438126
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,271.0,14.42955713161004
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,272.0,14.660839985286652
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,273.0,14.89120435228752
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,274.0,15.12114647267825
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,275.0,15.350297657919414
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,276.0,15.578355064167669
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,277.0,15.805585109966914
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,278.0,16.032824753174385
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,279.0,16.25871909420848
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,280.0,16.48197763893144
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,281.0,16.704246947036722
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,282.0,16.926504093088212
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,283.0,17.147874045835728
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,284.0,17.369248901434375
