ensemble,case,b,n,s,variable,pressure_hpa,value,window_start_h,window_end_h,window_count,eke_domain,jet_relative_half_width_deg
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,100.0,0.09339923562633025,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,150.0,-0.03580696905359022,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,200.0,-0.631314194685704,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,250.0,-0.8812419957405812,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,300.0,-0.04476597709140766,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,400.0,2.772698550610929,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,500.0,4.5274359213339315,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,600.0,7.369679051476556,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,700.0,10.761136776692158,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,850.0,16.292530936163825,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,925.0,18.78530656969225,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,975.0,19.736966829042178,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s-5,1.0,6,-5,eddy_heat_flux_vT,1000.0,15.918853244265994,245.0,281.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,10.0,0.004335823747775673,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,50.0,0.09649831848219037,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,100.0,0.6531791208932797,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,150.0,-0.3629883594500522,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,200.0,-2.359914014736811,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,250.0,-2.3924225494265556,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,300.0,-0.5162261509394739,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,400.0,4.728161285320918,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,500.0,7.346152901649475,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,600.0,11.570481340090433,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,700.0,17.56408663590749,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,850.0,30.985323031743366,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,925.0,37.511426051457725,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,975.0,38.122013767560325,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s0,1.0,6,0,eddy_heat_flux_vT,1000.0,32.90123152732849,281.0,328.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,10.0,0.04242658540606499,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,50.0,0.3035625841882494,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,100.0,1.1920094993379382,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,150.0,-2.6740287886725533,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,200.0,-7.679114405314127,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,250.0,-9.04109427134196,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,300.0,-7.623961162567139,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,400.0,-0.09946638368484047,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,500.0,8.292393811543782,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,600.0,16.144165102640788,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,700.0,25.605093002319336,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,850.0,39.77540630764432,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,925.0,44.54209569295247,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,975.0,38.94500630696614,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s5,1.0,6,5,eddy_heat_flux_vT,1000.0,31.234477021959094,283.0,327.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,10.0,0.013812013421556912,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,50.0,0.2535394951701164,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,100.0,0.33999809017404914,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,150.0,-3.020198628306389,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,200.0,-9.096108873685202,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,250.0,-11.485536595185598,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,300.0,-9.084973315397898,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,400.0,2.3956967828562483,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,500.0,13.28026341398557,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,600.0,20.65469100077947,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,700.0,31.594245394070942,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,850.0,59.333582719167076,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,925.0,65.78974056243896,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,975.0,57.74639423688253,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b1_u30_n6_s10,1.0,6,10,eddy_heat_flux_vT,1000.0,49.450689236323036,278.0,325.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,10.0,0.0009251034758618158,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,50.0,0.12384329171794833,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,100.0,-0.00488119863792125,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,150.0,-1.2962203441244182,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,200.0,0.32952142484260327,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,250.0,2.5984707312150435,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,300.0,4.825516440651634,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,400.0,8.994357672604648,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,500.0,12.499516544920025,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,600.0,14.600859815424139,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,700.0,18.267324303135727,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,850.0,30.161374641187262,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,925.0,38.137465159098305,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,975.0,40.05199455492424,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-10,1.5,1,-10,eddy_heat_flux_vT,1000.0,36.25215056448272,302.0,334.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,10.0,0.007980326868386732,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,50.0,0.23234466032849418,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,100.0,-0.722706103987164,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,150.0,-2.697287318441603,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,200.0,-0.17672708787851862,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,250.0,3.8310152477688257,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,300.0,7.744420475429958,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,400.0,14.853069284227159,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,500.0,19.82266722785102,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,600.0,21.65042938656277,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,700.0,25.162535646226672,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,850.0,36.88769976298014,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,925.0,46.65088450113932,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,975.0,48.55171381632487,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s-5,1.5,1,-5,eddy_heat_flux_vT,1000.0,44.29255099826389,288.0,332.0,45,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,10.0,0.009286284721123852,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,50.0,0.16110564970544405,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,100.0,-0.9730317816138268,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,150.0,-2.6215107985905237,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,200.0,-0.010472398144858223,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,250.0,3.5174229621887205,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,300.0,7.156277615683419,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,400.0,13.074564266204835,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,500.0,16.065934562683104,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,600.0,18.269479070390975,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,700.0,22.638256699698314,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,850.0,32.8189106804984,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,925.0,37.65350592476981,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,975.0,35.04105815887451,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s0,1.5,1,0,eddy_heat_flux_vT,1000.0,32.89015110560826,262.0,331.0,70,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,10.0,0.016322174017246158,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,50.0,0.18101177614351566,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,100.0,-1.9697686745361849,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,150.0,-3.1584871953183953,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,200.0,-1.2488179879093713,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,250.0,2.1189882514828984,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,300.0,5.871139797297391,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,400.0,11.53991648825732,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,500.0,13.96434770930897,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,600.0,17.316524278033864,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,700.0,24.044453946026888,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,850.0,39.00126283819025,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,925.0,47.02364908565175,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,975.0,50.26665696230802,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s5,1.5,1,5,eddy_heat_flux_vT,1000.0,51.17950439453125,251.0,338.0,88,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,10.0,0.0721899838342021,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,50.0,0.16997739005212983,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,100.0,-6.994523257017136,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,150.0,-12.040642450253168,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,200.0,-7.53206526239713,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,250.0,-1.9331667199730873,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,300.0,3.538931074241797,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,400.0,13.55297847588857,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,500.0,19.273397823174793,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,600.0,22.390848596890766,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,700.0,27.758429010709126,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,850.0,40.58897614479065,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,925.0,46.17676401138306,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,975.0,47.221943616867065,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n1_s10,1.5,1,10,eddy_heat_flux_vT,1000.0,47.770630757013954,275.0,322.0,48,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,10.0,0.00037709965035901403,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,50.0,0.014706375007517637,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,100.0,0.09147215746343136,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,150.0,-0.23822410479187967,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,200.0,0.36517025902867317,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,250.0,1.0484161138534547,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,300.0,1.751125741004944,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,400.0,3.1785330533981324,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,500.0,4.544172835350037,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,600.0,5.730365467071533,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,700.0,7.2796378374099735,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,850.0,12.427235507965088,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,925.0,16.309807968139648,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,975.0,17.930454397201537,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-10,1.5,3,-10,eddy_heat_flux_vT,1000.0,16.11204090118408,301.0,340.0,40,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,10.0,0.0005668450069827708,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,50.0,0.05966343861576673,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,100.0,-0.06533147186171452,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,150.0,-1.0574792430207536,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,200.0,0.22775944946585475,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,250.0,1.8626340659889016,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,300.0,3.461514730711241,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,400.0,6.5394597311277645,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,500.0,9.56407032786189,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,600.0,11.777293308361157,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,700.0,14.922403567546123,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,850.0,24.675400914372624,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,925.0,30.03683853149414,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,975.0,29.805598336297113,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s-5,1.5,3,-5,eddy_heat_flux_vT,1000.0,27.753852070988835,301.0,337.0,37,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,10.0,0.0018910517255255185,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,50.0,0.08354597089483458,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,100.0,-0.4989980051622671,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,150.0,-1.9418540035977083,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,200.0,-0.28731549049125,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,250.0,2.1318467960638157,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,300.0,4.789587644969716,278.0,311.0,34,25–90°N area–mass weighted,15.0
