ensemble,case,b,n,s,variable,pressure_hpa,value,window_start_h,window_end_h,window_count,eke_domain,jet_relative_half_width_deg
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,400.0,9.897578772376566,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,500.0,13.82851676379933,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,600.0,16.47556198344511,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,700.0,20.85311648424934,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,850.0,32.662446695215564,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,925.0,37.39380533554975,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,975.0,36.70816399069393,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s0,1.5,3,0,eddy_heat_flux_vT,1000.0,35.43486572714413,278.0,311.0,34,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,10.0,0.014249143190681934,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,50.0,0.27710914134717823,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,100.0,-1.0821069112995214,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,150.0,-2.906533772485298,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,200.0,-1.1903402554361444,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,250.0,1.1779437492389166,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,300.0,3.744184843280859,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,400.0,8.572127785599022,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,500.0,11.945214656361362,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,600.0,14.583892403987416,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,700.0,19.709587465252792,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,850.0,31.491402040448104,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,925.0,35.57783675612065,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,975.0,34.95675752874006,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s5,1.5,3,5,eddy_heat_flux_vT,1000.0,32.56594457124409,280.0,336.0,57,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,10.0,0.005783114915175247,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,50.0,0.034513054088973955,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,100.0,-0.8008870472983708,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,150.0,-2.445317722502209,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,200.0,-0.9995336977262346,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,250.0,1.475952292245532,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,300.0,4.114674117830065,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,400.0,8.202780973343621,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,500.0,9.903250452071902,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,600.0,11.986969327169751,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,700.0,16.74151070912679,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,850.0,25.682714220077273,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,925.0,27.524851904975044,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,975.0,27.07241984776088,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n3_s10,1.5,3,10,eddy_heat_flux_vT,1000.0,26.419650123232888,239.0,301.0,63,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,10.0,0.00022879012179882486,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,50.0,0.006636406428047589,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,100.0,0.09758433273860387,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,150.0,0.01289179204918799,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,200.0,0.26933991589716505,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,250.0,0.5595595935980479,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,300.0,0.869285177616846,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,400.0,1.5820529262224834,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,500.0,2.3568555968148366,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,600.0,3.2715131839116416,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,700.0,4.292540692147755,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,850.0,7.192494880585444,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,925.0,9.572567031497048,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,975.0,10.62687079111735,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-10,1.5,6,-10,eddy_heat_flux_vT,1000.0,10.18037139801752,303.0,344.0,42,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,10.0,0.00044135372849672823,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,50.0,0.028938306857728295,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,100.0,0.08666850429856116,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,150.0,-0.36098331130213207,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,200.0,0.3354206590188874,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,250.0,1.1499979595343273,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,300.0,1.979508830441369,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,400.0,3.6816657384236655,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,500.0,5.437960359785292,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,600.0,7.151669383049011,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,700.0,9.3432553741667,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,850.0,15.871663596895006,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,925.0,19.146076069937813,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,975.0,18.827107403013443,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s-5,1.5,6,-5,eddy_heat_flux_vT,1000.0,17.430618180169,305.0,340.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,10.0,0.000896753993907219,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,50.0,0.0663437137587203,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,100.0,-0.17871374316099617,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,150.0,-1.1759868611892064,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,200.0,0.12782340093205372,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,250.0,1.8330359127786424,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,300.0,3.62343528535631,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,400.0,7.0752041472329035,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,500.0,10.02690765592787,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,600.0,12.140657875272963,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,700.0,15.06199147966173,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,850.0,24.096133708953857,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,925.0,27.900520218743218,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,975.0,28.321301460266113,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s0,1.5,6,0,eddy_heat_flux_vT,1000.0,27.054759873284233,291.0,326.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,10.0,0.005536275094974849,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,50.0,0.14521855494733585,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,100.0,-0.39332020535307416,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,150.0,-1.6198720285447978,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,200.0,-0.2871740664971077,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,250.0,1.722245198185161,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,300.0,3.903927136275728,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,400.0,7.671797057329598,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,500.0,10.459020921739482,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,600.0,12.268705190238306,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,700.0,15.571052551269531,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,850.0,24.140846446409064,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,925.0,27.84358577404992,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,975.0,27.589631872662043,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s5,1.5,6,5,eddy_heat_flux_vT,1000.0,25.90699810092732,281.0,339.0,59,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,10.0,0.01100572925578389,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,50.0,0.1958086452860799,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,100.0,-0.629941810750299,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,150.0,-2.0404720422294407,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,200.0,-1.066654470231798,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,250.0,0.2801489020801253,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,300.0,2.057987569934792,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,400.0,5.6229600376553,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,500.0,8.085696895917257,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,600.0,9.74884354405933,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,700.0,12.57626540131039,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,850.0,20.224973175260757,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,925.0,22.460973103841145,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,975.0,21.918683793809677,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b15_u30_n6_s10,1.5,6,10,eddy_heat_flux_vT,1000.0,21.065880669487846,266.0,337.0,72,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,10.0,0.0008277503637752185,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,50.0,0.24889917820692062,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,100.0,0.3395392656326294,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,150.0,0.33972479303677877,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,200.0,0.6731309692064921,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,250.0,1.1445021450519561,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,300.0,1.6668341994285583,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,400.0,2.7677802006403605,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,500.0,4.024293287595113,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,600.0,5.358991416295369,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,700.0,7.304585313796997,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,850.0,13.097552553812664,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,925.0,16.56915661493937,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,975.0,18.202406787872313,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-10,2.0,1,-10,eddy_heat_flux_vT,1000.0,18.185421752929688,313.0,342.0,30,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,10.0,0.0024564348048332968,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,50.0,0.4473386831355817,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,100.0,0.5563120914228035,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,150.0,0.7151244047916296,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,200.0,1.6745535604881518,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,250.0,2.8602447545889653,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,300.0,3.957542657852173,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,400.0,5.8755059242248535,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,500.0,7.96756040688717,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,600.0,10.328271490154844,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,700.0,14.083210424943404,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,850.0,23.7128831690008,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,925.0,27.0805944962935,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,975.0,27.588754307140004,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s-5,2.0,1,-5,eddy_heat_flux_vT,1000.0,27.626499927405156,306.0,338.0,33,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,10.0,0.003907383412062641,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,50.0,0.3258472988682409,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,100.0,0.42734681694738325,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,150.0,0.8454977927669403,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,200.0,2.3571162608362015,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,250.0,4.104828857606457,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,300.0,5.663613211724066,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,400.0,8.5520430995572,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,500.0,11.150683710652013,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,600.0,13.754883120136876,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,700.0,18.32298195746637,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,850.0,29.38362773772209,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,925.0,31.51465698980516,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,975.0,31.951515628445534,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s0,2.0,1,0,eddy_heat_flux_vT,1000.0,32.773318752165764,284.0,314.0,31,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,10.0,0.007104651485052373,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,50.0,0.18136513315969044,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,100.0,0.198704458359215,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,150.0,0.6481915712356567,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,200.0,2.1574137575096555,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,250.0,4.028560605314043,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,300.0,5.862846612930298,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,400.0,9.005726999706692,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,500.0,10.989136338233948,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,600.0,13.54960330327352,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,700.0,18.722740120357937,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,850.0,29.71913464864095,261.0,296.0,36,25–90°N area–mass weighted,15.0
u30,BCwave_b2_u30_n1_s5,2.0,1,5,eddy_heat_flux_vT,925.0,31.452990267011856,261.0,296.0,36,25–90°N area–mass weighted,15.0
