ensemble,case,b,n,s,time_h,eke_nh_area_mass_weighted_m2_s-2
standard,BCwave_b2n1s5,2.0,1,5,190.0,1.568411024801976
standard,BCwave_b2n1s5,2.0,1,5,191.0,1.6587997413754865
standard,BCwave_b2n1s5,2.0,1,5,192.0,1.7540623052255506
standard,BCwave_b2n1s5,2.0,1,5,193.0,1.8544915083203177
standard,BCwave_b2n1s5,2.0,1,5,194.0,1.960261141457605
standard,BCwave_b2n1s5,2.0,1,5,195.0,2.071495257836497
standard,BCwave_b2n1s5,2.0,1,5,196.0,2.188366594901537
standard,BCwave_b2n1s5,2.0,1,5,197.0,2.3110645649991097
standard,BCwave_b2n1s5,2.0,1,5,198.0,2.439857972902232
standard,BCwave_b2n1s5,2.0,1,5,199.0,2.57501209032174
standard,BCwave_b2n1s5,2.0,1,5,200.0,2.7166868027958877
standard,BCwave_b2n1s5,2.0,1,5,201.0,2.864959926765803
standard,BCwave_b2n1s5,2.0,1,5,202.0,3.0201801722783035
standard,BCwave_b2n1s5,2.0,1,5,203.0,3.1823633441129955
standard,BCwave_b2n1s5,2.0,1,5,204.0,3.3517606134520888
standard,BCwave_b2n1s5,2.0,1,5,205.0,3.5286774055363543
standard,BCwave_b2n1s5,2.0,1,5,206.0,3.713085982619334
standard,BCwave_b2n1s5,2.0,1,5,207.0,3.905082297413015
standard,BCwave_b2n1s5,2.0,1,5,208.0,4.104852274190827
standard,BCwave_b2n1s5,2.0,1,5,209.0,4.31220711709397
standard,BCwave_b2n1s5,2.0,1,5,210.0,4.527096520511992
standard,BCwave_b2n1s5,2.0,1,5,211.0,4.749742565627648
standard,BCwave_b2n1s5,2.0,1,5,212.0,4.979499633230108
standard,BCwave_b2n1s5,2.0,1,5,213.0,5.216904333975404
standard,BCwave_b2n1s5,2.0,1,5,214.0,5.461961755728886
standard,BCwave_b2n1s5,2.0,1,5,215.0,5.713561836006769
standard,BCwave_b2n1s5,2.0,1,5,216.0,5.973332043389502
standard,BCwave_b2n1s5,2.0,1,5,217.0,6.238682372100716
standard,BCwave_b2n1s5,2.0,1,5,218.0,6.511166255662147
standard,BCwave_b2n1s5,2.0,1,5,219.0,6.789615181432147
standard,BCwave_b2n1s5,2.0,1,5,220.0,7.073364051264218
standard,BCwave_b2n1s5,2.0,1,5,221.0,7.363948042542928
standard,BCwave_b2n1s5,2.0,1,5,222.0,7.658010132793394
standard,BCwave_b2n1s5,2.0,1,5,223.0,7.957839822407757
standard,BCwave_b2n1s5,2.0,1,5,224.0,8.260515652882559
standard,BCwave_b2n1s5,2.0,1,5,225.0,8.565871372791557
standard,BCwave_b2n1s5,2.0,1,5,226.0,8.874838995311187
standard,BCwave_b2n1s5,2.0,1,5,227.0,9.183973502620825
standard,BCwave_b2n1s5,2.0,1,5,228.0,9.495620699917877
standard,BCwave_b2n1s5,2.0,1,5,229.0,9.807032809348827
standard,BCwave_b2n1s5,2.0,1,5,230.0,10.117507485974059
standard,BCwave_b2n1s5,2.0,1,5,231.0,10.429466077644362
standard,BCwave_b2n1s5,2.0,1,5,232.0,10.736467987875079
standard,BCwave_b2n1s5,2.0,1,5,233.0,11.041110650989646
standard,BCwave_b2n1s5,2.0,1,5,234.0,11.341729847358614
standard,BCwave_b2n1s5,2.0,1,5,235.0,11.63635406636863
standard,BCwave_b2n1s5,2.0,1,5,236.0,11.93143522619951
standard,BCwave_b2n1s5,2.0,1,5,237.0,12.216639668869696
standard,BCwave_b2n1s5,2.0,1,5,238.0,12.49391472935764
standard,BCwave_b2n1s5,2.0,1,5,239.0,12.767910681109917
standard,BCwave_b2n1s5,2.0,1,5,240.0,13.037548275388156
standard,BCwave_b2n1s5,2.0,1,5,241.0,13.300052025618317
standard,BCwave_b2n1s5,2.0,1,5,242.0,13.55017436214673
standard,BCwave_b2n1s5,2.0,1,5,243.0,13.794483539836667
standard,BCwave_b2n1s5,2.0,1,5,244.0,14.031181641253294
standard,BCwave_b2n1s5,2.0,1,5,245.0,14.263614292538671
standard,BCwave_b2n1s5,2.0,1,5,246.0,14.489646804647144
standard,BCwave_b2n1s5,2.0,1,5,247.0,14.701829480916537
standard,BCwave_b2n1s5,2.0,1,5,248.0,14.90646823744019
standard,BCwave_b2n1s5,2.0,1,5,249.0,15.105525140122062
standard,BCwave_b2n1s5,2.0,1,5,250.0,15.300273020772263
standard,BCwave_b2n1s5,2.0,1,5,251.0,15.489446870975105
standard,BCwave_b2n1s5,2.0,1,5,252.0,15.675130439286978
standard,BCwave_b2n1s5,2.0,1,5,253.0,15.858233039054795
standard,BCwave_b2n1s5,2.0,1,5,254.0,16.037757849206617
standard,BCwave_b2n1s5,2.0,1,5,255.0,16.21565298336311
standard,BCwave_b2n1s5,2.0,1,5,256.0,16.390186297297394
standard,BCwave_b2n1s5,2.0,1,5,257.0,16.56034258883657
standard,BCwave_b2n1s5,2.0,1,5,258.0,16.728098496887753
standard,BCwave_b2n1s5,2.0,1,5,259.0,16.90287484850934
standard,BCwave_b2n1s5,2.0,1,5,260.0,17.089294752607678
standard,BCwave_b2n1s5,2.0,1,5,261.0,17.279942098306115
standard,BCwave_b2n1s5,2.0,1,5,262.0,17.47137384942238
standard,BCwave_b2n1s5,2.0,1,5,263.0,17.663370243538495
standard,BCwave_b2n1s5,2.0,1,5,264.0,17.8636215357683
standard,BCwave_b2n1s5,2.0,1,5,265.0,18.079497306494872
standard,BCwave_b2n1s5,2.0,1,5,266.0,18.31282156221194
standard,BCwave_b2n1s5,2.0,1,5,267.0,18.56118444750973
standard,BCwave_b2n1s5,2.0,1,5,268.0,18.818781957545255
standard,BCwave_b2n1s5,2.0,1,5,269.0,19.08474069611241
standard,BCwave_b2n1s5,2.0,1,5,270.0,19.362479744196833
standard,BCwave_b2n1s5,2.0,1,5,271.0,19.6570347844721
standard,BCwave_b2n1s5,2.0,1,5,272.0,19.965274524251445
standard,BCwave_b2n1s5,2.0,1,5,273.0,20.285152592394553
standard,BCwave_b2n1s5,2.0,1,5,274.0,20.61430863584513
standard,BCwave_b2n1s5,2.0,1,5,275.0,20.9468539632233
standard,BCwave_b2n1s5,2.0,1,5,276.0,21.28282624372331
standard,BCwave_b2n1s5,2.0,1,5,277.0,21.620733756766434
standard,BCwave_b2n1s5,2.0,1,5,278.0,21.960301494664492
standard,BCwave_b2n1s5,2.0,1,5,279.0,22.30088771573878
standard,BCwave_b2n1s5,2.0,1,5,280.0,22.644852428929347
standard,BCwave_b2n1s5,2.0,1,5,281.0,22.993567153706042
standard,BCwave_b2n1s5,2.0,1,5,282.0,23.347586874308732
standard,BCwave_b2n1s5,2.0,1,5,283.0,23.6998300712407
standard,BCwave_b2n1s5,2.0,1,5,284.0,24.049379809965565
standard,BCwave_b2n1s5,2.0,1,5,285.0,24.396016729656488
standard,BCwave_b2n1s5,2.0,1,5,286.0,24.74235638623538
standard,BCwave_b2n1s5,2.0,1,5,287.0,25.085984752863922
standard,BCwave_b2n1s5,2.0,1,5,288.0,25.424819659791705
standard,BCwave_b2n1s5,2.0,1,5,289.0,25.756495641628852
standard,BCwave_b2n1s5,2.0,1,5,290.0,26.077406567259477
standard,BCwave_b2n1s5,2.0,1,5,291.0,26.392225932078443
standard,BCwave_b2n1s5,2.0,1,5,292.0,26.696255307461954
standard,BCwave_b2n1s5,2.0,1,5,293.0,26.99187107076661
standard,BCwave_b2n1s5,2.0,1,5,294.0,27.27689102993903
standard,BCwave_b2n1s5,2.0,1,5,295.0,27.548186759450967
standard,BCwave_b2n1s5,2.0,1,5,296.0,27.804557193567415
standard,BCwave_b2n1s5,2.0,1,5,297.0,28.05098704448516
standard,BCwave_b2n1s5,2.0,1,5,298.0,28.29104285215394
standard,BCwave_b2n1s5,2.0,1,5,299.0,28.524234975770327
standard,BCwave_b2n1s5,2.0,1,5,300.0,28.739265990615586
standard,BCwave_b2n1s5,2.0,1,5,301.0,28.940257398743903
standard,BCwave_b2n1s5,2.0,1,5,302.0,29.127125264819426
standard,BCwave_b2n1s5,2.0,1,5,303.0,29.299796426426152
standard,BCwave_b2n1s5,2.0,1,5,304.0,29.4587805442757
standard,BCwave_b2n1s5,2.0,1,5,305.0,29.611165587918727
standard,BCwave_b2n1s5,2.0,1,5,306.0,29.754782276761404
standard,BCwave_b2n1s5,2.0,1,5,307.0,29.881063668700758
standard,BCwave_b2n1s5,2.0,1,5,308.0,29.99391961127345
standard,BCwave_b2n1s5,2.0,1,5,309.0,30.10024220242472
standard,BCwave_b2n1s5,2.0,1,5,310.0,30.19926550087725
standard,BCwave_b2n1s5,2.0,1,5,311.0,30.284702570015174
standard,BCwave_b2n1s5,2.0,1,5,312.0,30.362143760679988
standard,BCwave_b2n1s5,2.0,1,5,313.0,30.428580938689954
standard,BCwave_b2n1s5,2.0,1,5,314.0,30.48738998955515
standard,BCwave_b2n1s5,2.0,1,5,315.0,30.535717435572444
standard,BCwave_b2n1s5,2.0,1,5,316.0,30.574895176340778
standard,BCwave_b2n1s5,2.0,1,5,317.0,30.60755271879769
standard,BCwave_b2n1s5,2.0,1,5,318.0,30.631033943963445
standard,BCwave_b2n1s5,2.0,1,5,319.0,30.65498396461157
standard,BCwave_b2n1s5,2.0,1,5,320.0,30.680082911704297
standard,BCwave_b2n1s5,2.0,1,5,321.0,30.698834967881325
standard,BCwave_b2n1s5,2.0,1,5,322.0,30.71227581657163
standard,BCwave_b2n1s5,2.0,1,5,323.0,30.72524956419663
standard,BCwave_b2n1s5,2.0,1,5,324.0,30.742958277837605
standard,BCwave_b2n1s5,2.0,1,5,325.0,30.76099391752565
standard,BCwave_b2n1s5,2.0,1,5,326.0,30.780293302803223
standard,BCwave_b2n1s5,2.0,1,5,327.0,30.80361451137598
standard,BCwave_b2n1s5,2.0,1,5,328.0,30.82923028220916
standard,BCwave_b2n1s5,2.0,1,5,329.0,30.856895857118573
standard,BCwave_b2n1s5,2.0,1,5,330.0,30.88830698462866
standard,BCwave_b2n1s5,2.0,1,5,331.0,30.92839461149971
standard,BCwave_b2n1s5,2.0,1,5,332.0,30.978393430128758
standard,BCwave_b2n1s5,2.0,1,5,333.0,31.037039291206646
standard,BCwave_b2n1s5,2.0,1,5,334.0,31.103067100435624
standard,BCwave_b2n1s5,2.0,1,5,335.0,31.18100772218372
standard,BCwave_b2n1s5,2.0,1,5,336.0,31.26689608239321
standard,BCwave_b2n1s5,2.0,1,5,337.0,31.36502565012732
standard,BCwave_b2n1s5,2.0,1,5,338.0,31.472772011418442
standard,BCwave_b2n1s5,2.0,1,5,339.0,31.58486805131169
standard,BCwave_b2n1s5,2.0,1,5,340.0,31.703154795872887
standard,BCwave_b2n1s5,2.0,1,5,341.0,31.83068780174016
standard,BCwave_b2n1s5,2.0,1,5,342.0,31.968136349520428
standard,BCwave_b2n1s5,2.0,1,5,343.0,32.107473505427194
standard,BCwave_b2n1s5,2.0,1,5,344.0,32.2490721143422
standard,BCwave_b2n1s5,2.0,1,5,345.0,32.39611187735148
standard,BCwave_b2n1s5,2.0,1,5,346.0,32.5445715178623
standard,BCwave_b2n1s5,2.0,1,5,347.0,32.69199605211669
standard,BCwave_b2n1s5,2.0,1,5,348.0,32.834965916697314
standard,BCwave_b2n1s5,2.0,1,5,349.0,32.972836421879094
standard,BCwave_b2n1s5,2.0,1,5,350.0,33.10558797707956
standard,BCwave_b2n1s5,2.0,1,5,351.0,33.2371040812632
standard,BCwave_b2n1s5,2.0,1,5,352.0,33.36950593941211
standard,BCwave_b2n1s5,2.0,1,5,353.0,33.50383164104088
standard,BCwave_b2n1s5,2.0,1,5,354.0,33.64185264479165
standard,BCwave_b2n1s5,2.0,1,5,355.0,33.78870967563607
standard,BCwave_b2n1s5,2.0,1,5,356.0,33.943954631037755
standard,BCwave_b2n1s5,2.0,1,5,357.0,34.104967309658115
standard,BCwave_b2n1s5,2.0,1,5,358.0,34.28085525977187
standard,BCwave_b2n1s5,2.0,1,5,359.0,34.471559296324614
standard,BCwave_b2n1s5,2.0,1,5,360.0,34.678156146350574
standard,BCwave_b2n1s10,2.0,1,10,1.0,0.0008932289973892709
standard,BCwave_b2n1s10,2.0,1,10,2.0,0.0008843914986208944
standard,BCwave_b2n1s10,2.0,1,10,3.0,0.0008634627952061524
standard,BCwave_b2n1s10,2.0,1,10,4.0,0.0008501621468790257
standard,BCwave_b2n1s10,2.0,1,10,5.0,0.0008283210137883491
standard,BCwave_b2n1s10,2.0,1,10,6.0,0.000791894697870514
standard,BCwave_b2n1s10,2.0,1,10,7.0,0.0007530618729708278
standard,BCwave_b2n1s10,2.0,1,10,8.0,0.0007176533852175183
standard,BCwave_b2n1s10,2.0,1,10,9.0,0.0006874581599514127
standard,BCwave_b2n1s10,2.0,1,10,10.0,0.0006691520523785115
standard,BCwave_b2n1s10,2.0,1,10,11.0,0.0006491279087686993
standard,BCwave_b2n1s10,2.0,1,10,12.0,0.0006315889853035152
standard,BCwave_b2n1s10,2.0,1,10,13.0,0.0006185202905209379
standard,BCwave_b2n1s10,2.0,1,10,14.0,0.0006125135731680742
standard,BCwave_b2n1s10,2.0,1,10,15.0,0.0006103376694066845
standard,BCwave_b2n1s10,2.0,1,10,16.0,0.000610680357190725
standard,BCwave_b2n1s10,2.0,1,10,17.0,0.0006138437900719674
standard,BCwave_b2n1s10,2.0,1,10,18.0,0.0006178122299602602
standard,BCwave_b2n1s10,2.0,1,10,19.0,0.0006214564448303027
standard,BCwave_b2n1s10,2.0,1,10,20.0,0.0006264040281144984
standard,BCwave_b2n1s10,2.0,1,10,21.0,0.0006320209016235646
standard,BCwave_b2n1s10,2.0,1,10,22.0,0.0006394984747855678
standard,BCwave_b2n1s10,2.0,1,10,23.0,0.0006505852967375695
standard,BCwave_b2n1s10,2.0,1,10,24.0,0.0006709935487989136
standard,BCwave_b2n1s10,2.0,1,10,25.0,0.0006868741589238486
standard,BCwave_b2n1s10,2.0,1,10,26.0,0.0007017429230004252
standard,BCwave_b2n1s10,2.0,1,10,27.0,0.000718934115609228
standard,BCwave_b2n1s10,2.0,1,10,28.0,0.0007376338598590041
standard,BCwave_b2n1s10,2.0,1,10,29.0,0.0007581147977188236
standard,BCwave_b2n1s10,2.0,1,10,30.0,0.0007753648869809906
standard,BCwave_b2n1s10,2.0,1,10,31.0,0.0007835674574881568
standard,BCwave_b2n1s10,2.0,1,10,32.0,0.0007948690342008058
standard,BCwave_b2n1s10,2.0,1,10,33.0,0.0008086157020677693
standard,BCwave_b2n1s10,2.0,1,10,34.0,0.0008151944114494601
standard,BCwave_b2n1s10,2.0,1,10,35.0,0.0008111219834542125
standard,BCwave_b2n1s10,2.0,1,10,36.0,0.0007947977219825722
standard,BCwave_b2n1s10,2.0,1,10,37.0,0.000905109433068075
standard,BCwave_b2n1s10,2.0,1,10,38.0,0.0008692086329920299
standard,BCwave_b2n1s10,2.0,1,10,39.0,0.0008641021522549625
standard,BCwave_b2n1s10,2.0,1,10,40.0,0.0008813562624005605
standard,BCwave_b2n1s10,2.0,1,10,41.0,0.0009002141603916858
standard,BCwave_b2n1s10,2.0,1,10,42.0,0.0009122805885991277
standard,BCwave_b2n1s10,2.0,1,10,43.0,0.0009268132973217873
standard,BCwave_b2n1s10,2.0,1,10,44.0,0.0009444964357842944
standard,BCwave_b2n1s10,2.0,1,10,45.0,0.0009691171959724315
standard,BCwave_b2n1s10,2.0,1,10,46.0,0.0009974774791107898
standard,BCwave_b2n1s10,2.0,1,10,47.0,0.0010246602499833588
standard,BCwave_b2n1s10,2.0,1,10,48.0,0.00104407794844182
standard,BCwave_b2n1s10,2.0,1,10,49.0,0.0010635852359082124
standard,BCwave_b2n1s10,2.0,1,10,50.0,0.001091228235396581
standard,BCwave_b2n1s10,2.0,1,10,51.0,0.0011288784283608232
standard,BCwave_b2n1s10,2.0,1,10,52.0,0.0011690887474044977
standard,BCwave_b2n1s10,2.0,1,10,53.0,0.0012093720731429858
standard,BCwave_b2n1s10,2.0,1,10,54.0,0.0012505929907538306
standard,BCwave_b2n1s10,2.0,1,10,55.0,0.001295607817372523
standard,BCwave_b2n1s10,2.0,1,10,56.0,0.001347152647211281
standard,BCwave_b2n1s10,2.0,1,10,57.0,0.0014056666440174922
standard,BCwave_b2n1s10,2.0,1,10,58.0,0.0014678402476626439
standard,BCwave_b2n1s10,2.0,1,10,59.0,0.0015290258633751672
standard,BCwave_b2n1s10,2.0,1,10,60.0,0.0015875188505951017
standard,BCwave_b2n1s10,2.0,1,10,61.0,0.0016508409972879417
standard,BCwave_b2n1s10,2.0,1,10,62.0,0.0017233667943523621
standard,BCwave_b2n1s10,2.0,1,10,63.0,0.0018062883613009278
standard,BCwave_b2n1s10,2.0,1,10,64.0,0.0018943395145743368
standard,BCwave_b2n1s10,2.0,1,10,65.0,0.001985495294224383
standard,BCwave_b2n1s10,2.0,1,10,66.0,0.0020822942076056217
standard,BCwave_b2n1s10,2.0,1,10,67.0,0.002174720741150677
standard,BCwave_b2n1s10,2.0,1,10,68.0,0.0022677882240173517
standard,BCwave_b2n1s10,2.0,1,10,69.0,0.0023863327908650554
standard,BCwave_b2n1s10,2.0,1,10,70.0,0.002518372063628066
standard,BCwave_b2n1s10,2.0,1,10,71.0,0.0026244089488446426
standard,BCwave_b2n1s10,2.0,1,10,72.0,0.0027160316473266426
standard,BCwave_b2n1s10,2.0,1,10,73.0,0.0028949699397742418
standard,BCwave_b2n1s10,2.0,1,10,74.0,0.003087530013867771
standard,BCwave_b2n1s10,2.0,1,10,75.0,0.0032043242802317464
standard,BCwave_b2n1s10,2.0,1,10,76.0,0.0033452370072099666
standard,BCwave_b2n1s10,2.0,1,10,77.0,0.0035291452222879897
standard,BCwave_b2n1s10,2.0,1,10,78.0,0.003732572443233075
standard,BCwave_b2n1s10,2.0,1,10,79.0,0.003938776666672249
standard,BCwave_b2n1s10,2.0,1,10,80.0,0.0041437215837185236
standard,BCwave_b2n1s10,2.0,1,10,81.0,0.004360863469416462
standard,BCwave_b2n1s10,2.0,1,10,82.0,0.0046044581035382115
standard,BCwave_b2n1s10,2.0,1,10,83.0,0.004867179062332116
standard,BCwave_b2n1s10,2.0,1,10,84.0,0.005133784906617322
standard,BCwave_b2n1s10,2.0,1,10,85.0,0.0054095426441337306
standard,BCwave_b2n1s10,2.0,1,10,86.0,0.005712125019551307
standard,BCwave_b2n1s10,2.0,1,10,87.0,0.006045648729307187
standard,BCwave_b2n1s10,2.0,1,10,88.0,0.006401829692894224
standard,BCwave_b2n1s10,2.0,1,10,89.0,0.00677516638214795
standard,BCwave_b2n1s10,2.0,1,10,90.0,0.007171829958198632
standard,BCwave_b2n1s10,2.0,1,10,91.0,0.0075919124619055565
standard,BCwave_b2n1s10,2.0,1,10,92.0,0.00803550011136081
standard,BCwave_b2n1s10,2.0,1,10,93.0,0.008500917257007549
standard,BCwave_b2n1s10,2.0,1,10,94.0,0.00899376468367872
standard,BCwave_b2n1s10,2.0,1,10,95.0,0.009525695900404979
standard,BCwave_b2n1s10,2.0,1,10,96.0,0.010097343217959
standard,BCwave_b2n1s10,2.0,1,10,97.0,0.010705106764515774
standard,BCwave_b2n1s10,2.0,1,10,98.0,0.01134795273728084
standard,BCwave_b2n1s10,2.0,1,10,99.0,0.012029353374584686
standard,BCwave_b2n1s10,2.0,1,10,100.0,0.01275303019925912
standard,BCwave_b2n1s10,2.0,1,10,101.0,0.013521317889833928
standard,BCwave_b2n1s10,2.0,1,10,102.0,0.014340306400946927
standard,BCwave_b2n1s10,2.0,1,10,103.0,0.015207541010814889
standard,BCwave_b2n1s10,2.0,1,10,104.0,0.01612371463093852
standard,BCwave_b2n1s10,2.0,1,10,105.0,0.017115162614585386
standard,BCwave_b2n1s10,2.0,1,10,106.0,0.018180789420958448
standard,BCwave_b2n1s10,2.0,1,10,107.0,0.01927935839375387
standard,BCwave_b2n1s10,2.0,1,10,108.0,0.020440666355011496
standard,BCwave_b2n1s10,2.0,1,10,109.0,0.021701219238381256
standard,BCwave_b2n1s10,2.0,1,10,110.0,0.023082914587768903
standard,BCwave_b2n1s10,2.0,1,10,111.0,0.02451005772719322
standard,BCwave_b2n1s10,2.0,1,10,112.0,0.025981770452021366
standard,BCwave_b2n1s10,2.0,1,10,113.0,0.027573353211286573
standard,BCwave_b2n1s10,2.0,1,10,114.0,0.02930199970193027
standard,BCwave_b2n1s10,2.0,1,10,115.0,0.03114451229271395
standard,BCwave_b2n1s10,2.0,1,10,116.0,0.03309050650372495
standard,BCwave_b2n1s10,2.0,1,10,117.0,0.03514875381141177
standard,BCwave_b2n1s10,2.0,1,10,118.0,0.0373371345648739
standard,BCwave_b2n1s10,2.0,1,10,119.0,0.039673275554480913
standard,BCwave_b2n1s10,2.0,1,10,120.0,0.042157921815374394
standard,BCwave_b2n1s10,2.0,1,10,121.0,0.044784596879167006
standard,BCwave_b2n1s10,2.0,1,10,122.0,0.047570035938459744
standard,BCwave_b2n1s10,2.0,1,10,123.0,0.05054564664352207
standard,BCwave_b2n1s10,2.0,1,10,124.0,0.053727764341852384
standard,BCwave_b2n1s10,2.0,1,10,125.0,0.057116970582850306
standard,BCwave_b2n1s10,2.0,1,10,126.0,0.06071547047000243
standard,BCwave_b2n1s10,2.0,1,10,127.0,0.06453585554292796
standard,BCwave_b2n1s10,2.0,1,10,128.0,0.06858775170561714
standard,BCwave_b2n1s10,2.0,1,10,129.0,0.07289109909270708
standard,BCwave_b2n1s10,2.0,1,10,130.0,0.07747133742402981
standard,BCwave_b2n1s10,2.0,1,10,131.0,0.08235697389904711
standard,BCwave_b2n1s10,2.0,1,10,132.0,0.08756177899958215
standard,BCwave_b2n1s10,2.0,1,10,133.0,0.09309243889752845
standard,BCwave_b2n1s10,2.0,1,10,134.0,0.0989671434779856
standard,BCwave_b2n1s10,2.0,1,10,135.0,0.10520969273627831
standard,BCwave_b2n1s10,2.0,1,10,136.0,0.11184443363100567
standard,BCwave_b2n1s10,2.0,1,10,137.0,0.11889882395661482
standard,BCwave_b2n1s10,2.0,1,10,138.0,0.12640905025071122
standard,BCwave_b2n1s10,2.0,1,10,139.0,0.134403056867276
standard,BCwave_b2n1s10,2.0,1,10,140.0,0.14289890813412692
standard,BCwave_b2n1s10,2.0,1,10,141.0,0.15194484551464776
standard,BCwave_b2n1s10,2.0,1,10,142.0,0.16157323293799544
standard,BCwave_b2n1s10,2.0,1,10,143.0,0.17176899060745138
standard,BCwave_b2n1s10,2.0,1,10,144.0,0.18259496505706718
standard,BCwave_b2n1s10,2.0,1,10,145.0,0.19414136391315504
standard,BCwave_b2n1s10,2.0,1,10,146.0,0.20641443388984723
standard,BCwave_b2n1s10,2.0,1,10,147.0,0.21943596959140366
standard,BCwave_b2n1s10,2.0,1,10,148.0,0.23324422047825036
standard,BCwave_b2n1s10,2.0,1,10,149.0,0.24793437016233114
standard,BCwave_b2n1s10,2.0,1,10,150.0,0.2636125306942962
standard,BCwave_b2n1s10,2.0,1,10,151.0,0.2803087039936748
standard,BCwave_b2n1s10,2.0,1,10,152.0,0.2980216520378687
standard,BCwave_b2n1s10,2.0,1,10,153.0,0.3167946822093532
standard,BCwave_b2n1s10,2.0,1,10,154.0,0.33671436002186156
standard,BCwave_b2n1s10,2.0,1,10,155.0,0.35786815919091114
standard,BCwave_b2n1s10,2.0,1,10,156.0,0.38034884500661204
standard,BCwave_b2n1s10,2.0,1,10,157.0,0.40425192024400475
standard,BCwave_b2n1s10,2.0,1,10,158.0,0.4296534400751104
standard,BCwave_b2n1s10,2.0,1,10,159.0,0.45662857305166743
standard,BCwave_b2n1s10,2.0,1,10,160.0,0.4852583925931741
standard,BCwave_b2n1s10,2.0,1,10,161.0,0.5156430708319459
standard,BCwave_b2n1s10,2.0,1,10,162.0,0.5479054204036229
standard,BCwave_b2n1s10,2.0,1,10,163.0,0.5821772746987767
standard,BCwave_b2n1s10,2.0,1,10,164.0,0.6185587368821664
standard,BCwave_b2n1s10,2.0,1,10,165.0,0.6571315553077163
standard,BCwave_b2n1s10,2.0,1,10,166.0,0.6980059654259103
standard,BCwave_b2n1s10,2.0,1,10,167.0,0.7413218397129816
standard,BCwave_b2n1s10,2.0,1,10,168.0,0.7872455715242554
standard,BCwave_b2n1s10,2.0,1,10,169.0,0.8359449447793963
standard,BCwave_b2n1s10,2.0,1,10,170.0,0.8875796265231704
standard,BCwave_b2n1s10,2.0,1,10,171.0,0.9423105013455448
standard,BCwave_b2n1s10,2.0,1,10,172.0,1.00029309598196
standard,BCwave_b2n1s10,2.0,1,10,173.0,1.0616821164557038
standard,BCwave_b2n1s10,2.0,1,10,174.0,1.1266500135136683
standard,BCwave_b2n1s10,2.0,1,10,175.0,1.1953970336952682
standard,BCwave_b2n1s10,2.0,1,10,176.0,1.2681080001875726
standard,BCwave_b2n1s10,2.0,1,10,177.0,1.345002194288696
standard,BCwave_b2n1s10,2.0,1,10,178.0,1.426302124234242
standard,BCwave_b2n1s10,2.0,1,10,179.0,1.512167781100193
standard,BCwave_b2n1s10,2.0,1,10,180.0,1.6028002088346458
standard,BCwave_b2n1s10,2.0,1,10,181.0,1.6984683177986515
standard,BCwave_b2n1s10,2.0,1,10,182.0,1.7993981612178733
standard,BCwave_b2n1s10,2.0,1,10,183.0,1.905794598872943
standard,BCwave_b2n1s10,2.0,1,10,184.0,2.0178573349075326
standard,BCwave_b2n1s10,2.0,1,10,185.0,2.135889168315182
standard,BCwave_b2n1s10,2.0,1,10,186.0,2.260236962673098
standard,BCwave_b2n1s10,2.0,1,10,187.0,2.3909447371837618
standard,BCwave_b2n1s10,2.0,1,10,188.0,2.528056308946967
standard,BCwave_b2n1s10,2.0,1,10,189.0,2.6719119819356507
standard,BCwave_b2n1s10,2.0,1,10,190.0,2.8227256832161545
standard,BCwave_b2n1s10,2.0,1,10,191.0,2.980616598901196
standard,BCwave_b2n1s10,2.0,1,10,192.0,3.145830640682368
standard,BCwave_b2n1s10,2.0,1,10,193.0,3.3186180137001475
standard,BCwave_b2n1s10,2.0,1,10,194.0,3.4984987445177556
standard,BCwave_b2n1s10,2.0,1,10,195.0,3.686068825275399
standard,BCwave_b2n1s10,2.0,1,10,196.0,3.881680506689132
standard,BCwave_b2n1s10,2.0,1,10,197.0,4.084301516433133
standard,BCwave_b2n1s10,2.0,1,10,198.0,4.2949764084114275
standard,BCwave_b2n1s10,2.0,1,10,199.0,4.512814228600691
standard,BCwave_b2n1s10,2.0,1,10,200.0,4.736557924068678
standard,BCwave_b2n1s10,2.0,1,10,201.0,4.968843381252405
standard,BCwave_b2n1s10,2.0,1,10,202.0,5.207380353303016
standard,BCwave_b2n1s10,2.0,1,10,203.0,5.451799942723287
standard,BCwave_b2n1s10,2.0,1,10,204.0,5.703999475183137
standard,BCwave_b2n1s10,2.0,1,10,205.0,5.961028817515848
standard,BCwave_b2n1s10,2.0,1,10,206.0,6.223469453319404
standard,BCwave_b2n1s10,2.0,1,10,207.0,6.492992721601552
standard,BCwave_b2n1s10,2.0,1,10,208.0,6.765673685190645
standard,BCwave_b2n1s10,2.0,1,10,209.0,7.044244786842039
standard,BCwave_b2n1s10,2.0,1,10,210.0,7.327577734017863
standard,BCwave_b2n1s10,2.0,1,10,211.0,7.610984053947818
standard,BCwave_b2n1s10,2.0,1,10,212.0,7.89788016779861
standard,BCwave_b2n1s10,2.0,1,10,213.0,8.186451084411317
standard,BCwave_b2n1s10,2.0,1,10,214.0,8.474503093086042
standard,BCwave_b2n1s10,2.0,1,10,215.0,8.765281719844898
standard,BCwave_b2n1s10,2.0,1,10,216.0,9.054068463578224
standard,BCwave_b2n1s10,2.0,1,10,217.0,9.341768351900182
standard,BCwave_b2n1s10,2.0,1,10,218.0,9.627857834893087
standard,BCwave_b2n1s10,2.0,1,10,219.0,9.909118537876145
standard,BCwave_b2n1s10,2.0,1,10,220.0,10.184765475534897
