ensemble,case,b,n,s,variable,pressure_hpa,value,window_start_h,window_end_h,window_count
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,10.0,0.00016015204691312052,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,50.0,0.001125975612326172,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,100.0,0.006109017942999971,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,150.0,0.002890327495747599,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,200.0,-0.03728039113098178,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,250.0,-0.06269199568135984,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,300.0,0.05136435453234048,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,400.0,0.5300014132055743,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,500.0,1.1491550926504464,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,600.0,1.8218809530652802,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,700.0,2.449980883762754,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,850.0,3.9459312619834113,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,925.0,5.521898680719836,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,975.0,6.358449048009412,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,eddy_heat_flux_vT,1000.0,6.319563158627214,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,10.0,1.978748791974966e-12,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,50.0,-1.118407838802146e-11,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,100.0,-2.982745047121731e-09,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,150.0,-5.3531456662061955e-09,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,200.0,1.2754398769316295e-07,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,250.0,2.9494091252061106e-07,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,300.0,-2.3579417823635468e-07,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,400.0,-1.7984799961627217e-06,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,500.0,-4.574739170623661e-08,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,600.0,6.244165339514188e-06,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,700.0,1.4772788055215014e-05,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,850.0,3.1568772540375557e-05,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,925.0,4.511908113711578e-05,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,975.0,5.0384763669391196e-05,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,baroclinic_conversion_proxy,1000.0,4.848374838133921e-05,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,10.0,-1.6823282981741017,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,50.0,-16.040407509639344,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,100.0,-373.35297683189657,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,150.0,-512.2860328411234,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,200.0,11757.746026400862,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,250.0,23438.70925377155,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,300.0,-19085.49542025862,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,400.0,-226964.49137931035,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,500.0,-564519.8221982758,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,600.0,-1048447.0474137932,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,700.0,-1626008.3405172413,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,850.0,-3040031.474137931,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,925.0,-4322261.5,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,975.0,-5075383.8965517245,314.0,342.0,29
standard,BCwave_b1n1s-10,1.0,1,-10,ep_flux_vertical,1000.0,-5272697.068965517,314.0,342.0,29
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,10.0,0.00032118980722901013,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,50.0,0.0029034004746271032,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,100.0,0.014955455676785537,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,150.0,-0.01617350509124143,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,200.0,-0.16504874868052347,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,250.0,-0.2671984340463366,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,300.0,-0.08051672545926912,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,400.0,0.7417673315320696,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,500.0,1.7836674383708409,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,600.0,2.8554376670292445,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,700.0,3.539920963559832,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,850.0,6.141782529013497,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,925.0,8.515727261134556,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,975.0,9.53695182800293,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,eddy_heat_flux_vT,1000.0,9.205624607631139,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,10.0,6.307782185961873e-12,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,50.0,-4.541545294595955e-11,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,100.0,-8.399576285305394e-09,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,150.0,3.184558846466449e-08,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,200.0,6.099373649703921e-07,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,250.0,1.309811359208522e-06,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,300.0,4.1516429811443753e-07,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,400.0,-2.8185798263231324e-06,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,500.0,-2.9189223340608803e-07,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,600.0,1.032843377158445e-05,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,700.0,2.2875366422730232e-05,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,850.0,5.331674276801225e-05,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,925.0,7.576860766026325e-05,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,975.0,8.267416976325746e-05,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,baroclinic_conversion_proxy,1000.0,7.69589634728618e-05,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,10.0,-3.385953392301287,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,50.0,-41.04069649832589,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,100.0,-920.5177001953125,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,150.0,3064.3557512555803,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,200.0,53122.157254464284,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,250.0,97075.94642857143,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,300.0,30175.460044642856,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,400.0,-286311.9267857143,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,500.0,-782229.5571428571,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,600.0,-1511776.1035714287,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,700.0,-2225875.8,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,850.0,-4440964.571428572,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,925.0,-6111221.542857143,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,975.0,-7079364.985714286,307.0,341.0,35
standard,BCwave_b1n1s-5,1.0,1,-5,ep_flux_vertical,1000.0,-7451598.885714286,307.0,341.0,35
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,10.0,0.0005500940828106219,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,50.0,0.00656593636315512,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,100.0,0.020781549281979863,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,150.0,-0.07147212130458731,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,200.0,-0.38725795871333074,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,250.0,-0.5724631642040453,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,300.0,-0.33368742701254395,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,400.0,0.6968912388149061,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,500.0,2.2455736994743347,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,600.0,3.789116859436035,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,700.0,4.604800029804832,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,850.0,8.438738710001894,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,925.0,11.449222991341038,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,975.0,11.967722993148001,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,eddy_heat_flux_vT,1000.0,11.81841200276425,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,10.0,2.4037993532355218e-12,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,50.0,-3.5323036564440916e-10,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,100.0,-1.3652342344347277e-08,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,150.0,1.5266676138474778e-07,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,200.0,1.5268962885640672e-06,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,250.0,2.9772549240940285e-06,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,300.0,1.8393731812992836e-06,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,400.0,-2.9309742749798092e-06,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,500.0,-4.827749578819712e-07,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,600.0,1.4795919038366073e-05,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,700.0,3.211597064172996e-05,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,850.0,7.993875452053831e-05,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,925.0,0.00011215939708850591,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,975.0,0.00011568929154523893,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,baroclinic_conversion_proxy,1000.0,0.00011055502105400113,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,10.0,-5.727440495240061,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,50.0,-90.28088298596833,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,100.0,-1243.937585127981,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,150.0,13742.892912212172,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,200.0,128244.71052631579,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,250.0,207885.70764802632,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,300.0,123637.98108552632,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,400.0,-229311.81003289475,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,500.0,-872707.0822368421,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,600.0,-1835002.2434210526,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,700.0,-2716363.013157895,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,850.0,-5667996.22368421,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,925.0,-7555073.605263158,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,975.0,-8322915.157894737,298.0,335.0,38
standard,BCwave_b1n1,1.0,1,0,ep_flux_vertical,1000.0,-9150608.97368421,298.0,335.0,38
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,10.0,0.0010556264485164387,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,50.0,0.01330007274248978,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,100.0,0.014889090157272975,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,150.0,-0.14271892316457702,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,200.0,-0.5725985474702788,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,250.0,-0.7861927209830866,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,300.0,-0.533943376163157,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,400.0,0.448088254870438,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,500.0,2.3882784058408038,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,600.0,4.255381427160123,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,700.0,5.346436488919142,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,850.0,10.304696385453386,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,925.0,13.46836308735173,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,975.0,13.527538020436356,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,eddy_heat_flux_vT,1000.0,13.800362377631956,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,10.0,2.0956474657556348e-13,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,50.0,-1.136937388408585e-09,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,100.0,-1.183047056524795e-08,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,150.0,3.2539069307836696e-07,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,200.0,2.379250836716759e-06,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,250.0,4.2961482682674214e-06,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,300.0,3.0853628719874327e-06,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,400.0,-2.1260608297402873e-06,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,500.0,-3.357961422202593e-07,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,600.0,1.8287033970232077e-05,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,700.0,4.0316681317962346e-05,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,850.0,0.00010681286097146435,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,925.0,0.000145602974154782,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,975.0,0.00014614178969456654,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,baroclinic_conversion_proxy,1000.0,0.0001453809641023371,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,10.0,-10.688179585991836,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,50.0,-174.5622329711914,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,100.0,-784.3850597753758,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,150.0,27688.555926067074,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,200.0,193916.43292682926,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,250.0,282838.20884146343,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,300.0,192621.76219512196,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,400.0,-113026.90205792683,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,500.0,-819262.056402439,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,600.0,-1863701.649390244,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,700.0,-2902148.1219512196,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,850.0,-6327805.548780488,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,925.0,-8121517.036585365,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,975.0,-8595501.451219512,292.0,332.0,41
standard,BCwave_b1n1s5,1.0,1,5,ep_flux_vertical,1000.0,-9797072.56097561,292.0,332.0,41
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,10.0,0.001762008392252028,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,50.0,0.0206591903232038,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,100.0,-0.00041811499067989644,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,150.0,-0.2092631360888481,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,200.0,-0.6604620170593262,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,250.0,-0.8606113052368164,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,300.0,-0.6332502686977386,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,400.0,0.14382370680570603,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,500.0,2.0001073122024535,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,600.0,3.77811897277832,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,700.0,5.094484190940857,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,850.0,10.829939918518066,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,925.0,13.826377410888671,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,975.0,14.161047229766845,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,eddy_heat_flux_vT,1000.0,14.915796966552735,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,10.0,-5.920186584885967e-12,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,50.0,-2.333645774399429e-09,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,100.0,-2.2210142475165284e-09,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,150.0,5.130645848794302e-07,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,200.0,2.910539101321774e-06,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,250.0,4.982306300007622e-06,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,300.0,3.9117424921641945e-06,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,400.0,-8.13112124546933e-07,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,500.0,-1.3886347566050006e-07,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,600.0,1.772867695763125e-05,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,700.0,4.108823377464432e-05,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,850.0,0.00012025011732475832,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,925.0,0.00016164994915015995,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,975.0,0.00016778719233116136,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,baroclinic_conversion_proxy,1000.0,0.00017418952193111182,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,10.0,-17.1674587059021,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,50.0,-253.0142788696289,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,100.0,279.07704359054566,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,150.0,40347.46296875,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,200.0,228788.13125,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,250.0,301182.871875,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,300.0,211788.3221875,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,400.0,-12305.981668701172,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,500.0,-575128.690625,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,600.0,-1406320.6425,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,700.0,-2407990.565,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,850.0,-5859175.14,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,925.0,-7337180.38,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,975.0,-7691276.81,286.0,335.0,50
standard,BCwave_b1n1s10,1.0,1,10,ep_flux_vertical,1000.0,-8982761.26,286.0,335.0,50
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,10.0,0.00010098843137841738,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,50.0,0.0003279700046862542,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,100.0,0.0010347387391707993,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,150.0,0.0015553528958532428,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,200.0,-0.003926690451667777,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,250.0,0.0016254188043863646,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,300.0,0.054557954759470055,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,400.0,0.2306999931378024,316.0,343.0,28
standard,BCwave_b1n3s-10,1.0,3,-10,eddy_heat_flux_vT,500.0,0.449686022741454,316.0,343.0,28
