ensemble,case,b,n,s,variable,pressure_hpa,value,window_start_h,window_end_h,window_count
standard,BCwave_b15n3s-5,1.5,3,-5,ep_flux_vertical,975.0,-7229756.69117647,307.0,340.0,34
standard,BCwave_b15n3s-5,1.5,3,-5,ep_flux_vertical,1000.0,-7640992.80882353,307.0,340.0,34
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,10.0,0.00032686306535891304,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,50.0,0.010417512814073186,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,100.0,-0.028060052886997398,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,150.0,-0.3147986178335391,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,200.0,0.05641059185329236,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,250.0,0.5941872761437768,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,300.0,1.2033547461032867,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,400.0,2.460775381640384,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,500.0,3.6377931143108166,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,600.0,4.765097379684448,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,700.0,6.123032469498484,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,850.0,10.37061209427683,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,925.0,12.538171567414937,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,975.0,13.364868540512887,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,eddy_heat_flux_vT,1000.0,13.289452904149107,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,10.0,-7.837446405964896e-13,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,50.0,-1.3739199368843988e-08,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,100.0,1.3371777883794253e-07,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,150.0,1.5354558842629654e-06,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,200.0,-3.0971689979926513e-07,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,250.0,-2.1327265268442524e-06,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,300.0,-2.3043273783610187e-06,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,400.0,4.183248728096307e-06,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,500.0,1.7180680419857564e-05,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,600.0,3.197706887716011e-05,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,700.0,4.7273543666386486e-05,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,850.0,8.554487564987012e-05,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,925.0,9.924367757201636e-05,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,975.0,0.00010209212977267606,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,baroclinic_conversion_proxy,1000.0,9.834937009145506e-05,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,10.0,-3.4297528580615393,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,50.0,-145.72152308413857,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,100.0,1779.4129702919408,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,150.0,52985.78474506579,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,200.0,-12425.652253803453,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,250.0,-155185.93421052632,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,300.0,-351480.55263157893,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,400.0,-910200.5263157894,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,500.0,-1717064.8848684211,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,600.0,-2790296.677631579,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,700.0,-4190071.6907894737,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,850.0,-7789413.802631579,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,925.0,-9604444.131578946,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,975.0,-10976124.47368421,303.0,340.0,38
standard,BCwave_b15n3,1.5,3,0,ep_flux_vertical,1000.0,-11749154.236842105,303.0,340.0,38
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,10.0,0.00031959089569032326,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,50.0,0.01200826077588967,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,100.0,-0.11097584984132222,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,150.0,-0.5312401252133506,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,200.0,-0.07455993465014867,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,250.0,0.7203163410936083,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,300.0,1.6424697399139405,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,400.0,3.456360217503139,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,500.0,5.063785811832973,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,600.0,6.479909610748291,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,700.0,8.437150165012904,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,850.0,14.204814338684082,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,925.0,16.152622985839844,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,975.0,16.914903041294643,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,eddy_heat_flux_vT,1000.0,16.942293657575334,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,10.0,-1.94688544562368e-12,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,50.0,-1.6574937689028957e-08,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,100.0,4.973065179975882e-07,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,150.0,2.76594653639352e-06,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,200.0,2.585978145778053e-07,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,250.0,-2.9120717694500595e-06,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,300.0,-3.57467451327206e-06,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,400.0,6.008583945263776e-06,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,500.0,2.514463516750506e-05,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,600.0,4.554949648861241e-05,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,700.0,6.847980496656548e-05,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,850.0,0.00012351557317223134,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,925.0,0.00013556848363285618,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,975.0,0.0001378528491061713,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,baroclinic_conversion_proxy,1000.0,0.00013498528091336734,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,10.0,-3.303054094314575,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,50.0,-160.51292114257814,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,100.0,6716.304115513393,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,150.0,86960.95044642857,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,200.0,23336.41459263393,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,250.0,-164955.8080357143,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,300.0,-428838.2883928571,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,400.0,-1158879.4267857142,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,500.0,-2199968.35,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,600.0,-3534597.3714285716,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,700.0,-5384016.714285715,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,850.0,-9838263.857142856,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,925.0,-11518627.314285714,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,975.0,-13189069.971428571,291.0,325.0,35
standard,BCwave_b15n3s5,1.5,3,5,ep_flux_vertical,1000.0,-14612424.628571428,291.0,325.0,35
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,10.0,0.0007172235434743069,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,50.0,0.01456355829449261,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,100.0,-0.15072425432941494,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,150.0,-0.5405669711968478,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,200.0,-0.18595687913544037,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,250.0,0.5136465368901982,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,300.0,1.4213915642570047,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,400.0,3.4836550319896027,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,500.0,5.358162171700421,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,600.0,6.908360495286829,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,700.0,9.202409575967227,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,850.0,15.197188040789436,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,925.0,17.075350901659796,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,975.0,18.372249294729794,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,eddy_heat_flux_vT,1000.0,18.58771332572488,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,10.0,-9.918319928395992e-12,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,50.0,-2.2180447857485487e-08,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,100.0,6.98987415817368e-07,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,150.0,3.015170899048184e-06,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,200.0,8.400548197454662e-07,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,250.0,-2.3911981556653595e-06,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,300.0,-3.48366945873375e-06,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,400.0,6.597032217862707e-06,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,500.0,2.9128988524676327e-05,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,600.0,5.25647747588878e-05,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,700.0,8.074738520115395e-05,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,850.0,0.00014346332211382962,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,925.0,0.00015611018513000626,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,975.0,0.00016394989121609423,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,baroclinic_conversion_proxy,1000.0,0.00016155426975969663,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,10.0,-6.94634985222536,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,50.0,-177.57312640021829,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,100.0,8727.783964269302,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,150.0,85111.69852941176,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,200.0,49148.430147058825,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,250.0,-94985.05124080883,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,300.0,-319948.30790441175,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,400.0,-1024687.2297794118,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,500.0,-2062245.6029411764,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,600.0,-3379423.492647059,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,700.0,-5306770.669117647,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,850.0,-9740432.897058824,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,925.0,-11540253.911764706,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,975.0,-13721452.0,270.0,303.0,34
standard,BCwave_b15n3s10,1.5,3,10,ep_flux_vertical,1000.0,-15475823.823529411,270.0,303.0,34
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,10.0,0.0001039570476859808,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,50.0,0.000594181913184002,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,100.0,0.018613121546804903,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,150.0,0.022333685681223868,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,200.0,0.06785018816590309,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,250.0,0.12560556918382645,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,300.0,0.1923612177371979,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,400.0,0.36601813435554503,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,500.0,0.601025996208191,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,600.0,0.9033501172065734,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,700.0,1.232040090560913,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,850.0,1.9074630784988402,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,925.0,2.544086284637451,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,975.0,2.793128938674927,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,eddy_heat_flux_vT,1000.0,2.8601319217681884,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,10.0,3.148228831356117e-13,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,50.0,-5.321032059413255e-10,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,100.0,-5.861752669034104e-08,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,150.0,-9.287358523124566e-08,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,200.0,-2.54202155360872e-07,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,250.0,-3.4634385087883856e-07,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,300.0,-2.701828725548694e-07,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,400.0,5.927548261297488e-07,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,500.0,2.504488666090765e-06,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,600.0,5.252550345176132e-06,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,700.0,8.238901682489085e-06,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,850.0,1.3130111983628013e-05,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,925.0,1.69595998886507e-05,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,975.0,1.757338766765315e-05,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,baroclinic_conversion_proxy,1000.0,1.7327926288999153e-05,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,10.0,-1.07491455078125,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,50.0,-8.37157917022705,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,100.0,-1063.65869140625,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,150.0,-3533.120546875,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,200.0,-17654.934453125,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,250.0,-39030.938828125,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,300.0,-68365.06421875,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,400.0,-162102.550625,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,500.0,-321979.18125,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,600.0,-567153.42125,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,700.0,-892301.655,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,850.0,-1634791.985,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,925.0,-2275649.5,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,975.0,-2545718.96,322.0,346.0,25
standard,BCwave_b15n6s-10,1.5,6,-10,ep_flux_vertical,1000.0,-2619041.41,322.0,346.0,25
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,10.0,0.00016876513788398976,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,50.0,0.0025317660416476428,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,100.0,0.018842055834829806,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,150.0,-0.009702748619019985,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,200.0,0.09627554938197136,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,250.0,0.24163636912902195,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,300.0,0.40949862202008563,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,400.0,0.825299882888794,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,500.0,1.3019195079803467,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,600.0,1.825304098924001,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,700.0,2.308713420232137,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,850.0,3.5847176790237425,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,925.0,4.5034443457921345,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,975.0,4.916698201497396,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,eddy_heat_flux_vT,1000.0,5.0548174222310385,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,10.0,1.7867970268879244e-12,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,50.0,-2.559418077474618e-09,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,100.0,-6.272398707096727e-08,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,150.0,1.9179846274160657e-08,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,200.0,-4.2135664557463315e-07,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,250.0,-7.491822354192361e-07,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,300.0,-6.417372901523777e-07,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,400.0,1.4191947836176648e-06,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,500.0,5.7369010088829475e-06,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,600.0,1.1273339835800773e-05,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,700.0,1.6236919176056593e-05,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,850.0,2.6271513706888073e-05,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,925.0,3.146931606655319e-05,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,975.0,3.24699554766994e-05,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,baroclinic_conversion_proxy,1000.0,3.1957580661886215e-05,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,10.0,-1.783196989695231,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,50.0,-36.11700941721598,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,100.0,-1116.795810953776,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,150.0,1728.0625813802083,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,200.0,-25592.1615234375,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,250.0,-73956.31380208333,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,300.0,-141234.50885416666,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,400.0,-353353.71145833336,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,500.0,-682557.55625,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,600.0,-1148026.0958333334,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,700.0,-1693865.65,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,850.0,-3054261.7416666667,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,925.0,-3994519.7333333334,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,975.0,-4495882.391666667,311.0,340.0,30
standard,BCwave_b15n6s-5,1.5,6,-5,ep_flux_vertical,1000.0,-4694135.316666666,311.0,340.0,30
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,10.0,0.0002901110069032233,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,50.0,0.006047111135931351,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,100.0,0.0008402185656170611,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,150.0,-0.12033614095969078,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,200.0,0.07252986366168046,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,250.0,0.3443178572715857,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,300.0,0.6589479140746288,300.0,338.0,39
standard,BCwave_b15n6,1.5,6,0,eddy_heat_flux_vT,400.0,1.3710418847891002,300.0,338.0,39
