ensemble,case,b,n,s,pressure_hpa,initial_zonal_wind_at_jet_core_m_s-1,initial_eady_growth_rate_day-1,initial_jet_core_latitude_deg
standard,BCwave_b2n3,2.0,3,0,500.0,21.494645224677193,0.5988666036013663,44.5
standard,BCwave_b2n3,2.0,3,0,600.0,16.732840299606323,0.7214854008306284,44.5
standard,BCwave_b2n3,2.0,3,0,700.0,12.084186617533366,0.8002915348252772,44.5
standard,BCwave_b2n3,2.0,3,0,850.0,5.6565967387623255,0.8722632480649937,44.5
standard,BCwave_b2n3,2.0,3,0,925.0,2.7372431450419956,0.9022324750972958,44.5
standard,BCwave_b2n3,2.0,3,0,975.0,0.9027303043338988,0.9029404299340585,44.5
standard,BCwave_b2n3,2.0,3,0,1000.0,0.020156906346735722,0.8940017028217292,44.5
standard,BCwave_b2n3s5,2.0,3,5,10.0,0.8068975634045071,0.009172194307217146,49.5
standard,BCwave_b2n3s5,2.0,3,5,50.0,11.138286034266153,0.23195597103224355,49.5
standard,BCwave_b2n3s5,2.0,3,5,100.0,21.43589209980435,0.3246698899503199,49.5
standard,BCwave_b2n3s5,2.0,3,5,150.0,27.029508368174234,0.2962892901679018,49.5
standard,BCwave_b2n3s5,2.0,3,5,200.0,29.491871923870512,0.14326461581020916,49.5
standard,BCwave_b2n3s5,2.0,3,5,250.0,30.01291479534573,0.028185861088662934,49.5
standard,BCwave_b2n3s5,2.0,3,5,300.0,29.327495341830783,0.18579995638109878,49.5
standard,BCwave_b2n3s5,2.0,3,5,400.0,25.98723384009467,0.4442602948704557,49.5
standard,BCwave_b2n3s5,2.0,3,5,500.0,21.498305379019843,0.6357393677456455,49.5
standard,BCwave_b2n3s5,2.0,3,5,600.0,16.736251428392197,0.7746306646344951,49.5
standard,BCwave_b2n3s5,2.0,3,5,700.0,12.08716365231408,0.8689484892495322,49.5
standard,BCwave_b2n3s5,2.0,3,5,850.0,5.658952856063843,0.9587363929131093,49.5
standard,BCwave_b2n3s5,2.0,3,5,925.0,2.7393343018160925,0.9943284922532404,49.5
standard,BCwave_b2n3s5,2.0,3,5,975.0,0.904673581984308,0.9934970917817756,49.5
standard,BCwave_b2n3s5,2.0,3,5,1000.0,0.022209982042729986,0.9819106962990329,49.5
standard,BCwave_b2n3s10,2.0,3,10,10.0,0.8087723973724578,0.009871523501098581,54.5
standard,BCwave_b2n3s10,2.0,3,10,50.0,11.139259950319927,0.24855115665210184,54.5
standard,BCwave_b2n3s10,2.0,3,10,100.0,21.43489882681105,0.345292418618795,54.5
standard,BCwave_b2n3s10,2.0,3,10,150.0,27.02736382484436,0.3102104217263999,54.5
standard,BCwave_b2n3s10,2.0,3,10,200.0,29.489292171266342,0.14848017125554275,54.5
standard,BCwave_b2n3s10,2.0,3,10,250.0,30.010342423121134,0.02911106702965427,54.5
standard,BCwave_b2n3s10,2.0,3,10,300.0,29.325172408421835,0.1920239411496463,54.5
standard,BCwave_b2n3s10,2.0,3,10,400.0,25.985768026775784,0.4614080748078193,54.5
standard,BCwave_b2n3s10,2.0,3,10,500.0,21.49772161377801,0.6655732140455568,54.5
standard,BCwave_b2n3s10,2.0,3,10,600.0,16.736315610673692,0.8189169431110529,54.5
standard,BCwave_b2n3s10,2.0,3,10,700.0,12.087695296605428,0.927858423816602,54.5
standard,BCwave_b2n3s10,2.0,3,10,850.0,5.660051825311449,1.0366962662281682,54.5
standard,BCwave_b2n3s10,2.0,3,10,925.0,2.7407196236981286,1.0797205688001117,54.5
standard,BCwave_b2n3s10,2.0,3,10,975.0,0.9062411447366079,1.07992603223388,54.5
standard,BCwave_b2n3s10,2.0,3,10,1000.0,0.024073782773771767,1.0673323404033466,54.5
standard,BCwave_b2n6s-10,2.0,6,-10,10.0,0.8006665526164902,0.006721829174184573,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,50.0,11.105301123195224,0.17193833257411154,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,100.0,21.37894623014662,0.2455011802730485,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,150.0,26.959497986899482,0.23427724048323192,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,200.0,29.415855487187702,0.11692816605152415,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,250.0,29.935331964492796,0.023260591738839716,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,300.0,29.25117245250278,0.15297195816517406,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,400.0,25.91821550263299,0.35936963558293117,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,500.0,21.43975451787313,0.4997222878958992,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,600.0,16.689549864663018,0.5880532184687886,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,700.0,12.052467041545444,0.6381245425210144,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,850.0,5.640993930233849,0.6822820903501047,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,925.0,2.728963914182451,0.7056248201660698,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,975.0,0.8990301258034177,0.7093575363392983,34.5
standard,BCwave_b2n6s-10,2.0,6,-10,1000.0,0.018348025034826302,0.7042261819630575,34.5
standard,BCwave_b2n6s-5,2.0,6,-5,10.0,0.7973818313744333,0.007753692469919937,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,50.0,11.10739812321133,0.19742302308829643,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,100.0,21.38525914086236,0.27970714974996475,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,150.0,26.96813021765815,0.2621161894391322,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,200.0,29.425620730717977,0.1290701227692461,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,250.0,29.94545359081692,0.025554470039785046,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,300.0,29.261147832870485,0.1682340329832102,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,400.0,25.927012591891817,0.3983762729597241,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,500.0,21.446720462375218,0.5610446066295985,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,600.0,16.69425967004564,0.6702519035207998,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,700.0,12.054807721243964,0.7374290011068403,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,850.0,5.640010199281904,0.7978297437332565,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,925.0,2.726470845275455,0.8251136720106964,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,975.0,0.8956034314301279,0.8267935916543846,40.5
standard,BCwave_b2n6s-5,2.0,6,-5,1000.0,0.014617199897313388,0.8191255967762986,40.5
standard,BCwave_b2n6,2.0,6,0,10.0,0.8030313495132658,0.008382440170840067,44.5
standard,BCwave_b2n6,2.0,6,0,50.0,11.111981386608548,0.2130882091646919,44.5
standard,BCwave_b2n6,2.0,6,0,100.0,21.3883010758294,0.3012755051493885,44.5
standard,BCwave_b2n6,2.0,6,0,150.0,26.970499515533447,0.2810315622106722,44.5
standard,BCwave_b2n6,2.0,6,0,200.0,29.427805593278674,0.13794490082541852,44.5
standard,BCwave_b2n6,2.0,6,0,250.0,29.947704717848037,0.027269677064711118,44.5
standard,BCwave_b2n6,2.0,6,0,300.0,29.26358059247335,0.17964410889136373,44.5
standard,BCwave_b2n6,2.0,6,0,400.0,25.92998334566752,0.4263768067998706,44.5
standard,BCwave_b2n6,2.0,6,0,500.0,21.450264432695178,0.6028912465754607,44.5
standard,BCwave_b2n6,2.0,6,0,600.0,16.698267952601114,0.7241152225131778,44.5
standard,BCwave_b2n6,2.0,6,0,700.0,12.05920111073388,0.8008120469207145,44.5
standard,BCwave_b2n6,2.0,6,0,850.0,5.644881639215681,0.86934977045697,44.5
standard,BCwave_b2n6,2.0,6,0,925.0,2.7315517677201164,0.897622403000498,44.5
standard,BCwave_b2n6,2.0,6,0,975.0,0.9008234719435374,0.8970161450427684,44.5
standard,BCwave_b2n6,2.0,6,0,1000.0,0.020032526016964564,0.8873982035129556,44.5
standard,BCwave_b2n6s5,2.0,6,5,10.0,0.8052108299401072,0.009135357483683151,49.5
standard,BCwave_b2n6s5,2.0,6,5,50.0,11.11649312178294,0.23137316677133862,49.5
standard,BCwave_b2n6s5,2.0,6,5,100.0,21.394115326139662,0.32533219469057184,49.5
standard,BCwave_b2n6s5,2.0,6,5,150.0,26.976897366841634,0.29979666160767227,49.5
standard,BCwave_b2n6s5,2.0,6,5,200.0,29.43449756304423,0.1459133531718794,49.5
standard,BCwave_b2n6s5,2.0,6,5,250.0,29.954551945792304,0.02875720623586973,49.5
standard,BCwave_b2n6s5,2.0,6,5,300.0,29.27047979036967,0.1895763988454539,49.5
standard,BCwave_b2n6s5,2.0,6,5,400.0,25.936718898349337,0.4520401303266533,49.5
standard,BCwave_b2n6s5,2.0,6,5,500.0,21.45651543405321,0.6440232903707647,49.5
standard,BCwave_b2n6s5,2.0,6,5,600.0,16.70371274418301,0.7807298171985911,49.5
standard,BCwave_b2n6s5,2.0,6,5,700.0,12.0636574877633,0.871288742972073,49.5
standard,BCwave_b2n6s5,2.0,6,5,850.0,5.6479254245758055,0.9544151345963333,49.5
standard,BCwave_b2n6s5,2.0,6,5,925.0,2.733983512719472,0.9865313740095144,49.5
standard,BCwave_b2n6s5,2.0,6,5,975.0,0.9028834735353788,0.9839658215605702,49.5
standard,BCwave_b2n6s5,2.0,6,5,1000.0,0.022106796769104323,0.9718823998766037,49.5
standard,BCwave_b2n6s10,2.0,6,10,10.0,0.8069314112265905,0.009822512734475125,54.5
standard,BCwave_b2n6s10,2.0,6,10,50.0,11.11640453868442,0.2478364187972976,54.5
standard,BCwave_b2n6s10,2.0,6,10,100.0,21.391143639882404,0.34655419547957156,54.5
standard,BCwave_b2n6s10,2.0,6,10,150.0,26.97226676940918,0.3155618292358024,54.5
standard,BCwave_b2n6s10,2.0,6,10,200.0,29.429213105307685,0.15235836362108673,54.5
standard,BCwave_b2n6s10,2.0,6,10,250.0,29.949233738581338,0.029939164651049233,54.5
standard,BCwave_b2n6s10,2.0,6,10,300.0,29.26547858450148,0.19749854880368767,54.5
standard,BCwave_b2n6s10,2.0,6,10,400.0,25.9328809844123,0.47285289283982507,54.5
standard,BCwave_b2n6s10,2.0,6,10,500.0,21.45396563741896,0.6780890696721653,54.5
standard,BCwave_b2n6s10,2.0,6,10,600.0,16.702236080169676,0.8285368227285228,54.5
standard,BCwave_b2n6s10,2.0,6,10,700.0,12.063067078590393,0.931983550981598,54.5
standard,BCwave_b2n6s10,2.0,6,10,850.0,5.6484917004903155,1.0303739206641156,54.5
standard,BCwave_b2n6s10,2.0,6,10,925.0,2.7350862476560804,1.0678086424538267,54.5
standard,BCwave_b2n6s10,2.0,6,10,975.0,0.9043445736169815,1.065277945881536,54.5
standard,BCwave_b2n6s10,2.0,6,10,1000.0,0.024002152592263175,1.0519212834868286,54.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,10.0,0.013428955931400803,0.009550724892264018,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,50.0,0.038029058432827396,0.010710522904879463,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,100.0,0.79301638007164,0.08221099885059861,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,150.0,3.60108726421992,0.27180309108326817,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,200.0,8.429801326327853,0.4944055813941194,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,250.0,14.211177738507589,0.6411014467329654,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,300.0,19.813423305087618,0.6694377242583562,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,400.0,27.7786797258589,0.41705432177774004,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,500.0,30.069840987523396,0.06893732594963371,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,600.0,27.569074058532713,0.5929691156002597,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,700.0,21.985396416982017,0.980722406188845,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,850.0,11.08086032072703,1.3016978020851178,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,925.0,5.433116363154517,1.3896847257621872,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,975.0,1.785615493191613,1.398718347504577,34.5
u30,BCwave_b1_u30_n1_s-10,1.0,1,-10,1000.0,0.019691655485434643,1.3861861267251079,34.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,10.0,0.013299665047573702,0.010726138213364203,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,50.0,0.037998458073707296,0.012060623664791742,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,100.0,0.7937495220038626,0.09355010426909632,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,150.0,3.6028043700589074,0.3178801546891381,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,200.0,8.431825587484571,0.5838729899774212,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,250.0,14.212766337394715,0.7380296985068954,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,300.0,19.814184014002482,0.734676807979823,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,400.0,27.77804487016466,0.41424050520725875,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,500.0,30.069520934422812,0.06467379718239971,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,600.0,27.569956392712065,0.5595484448538992,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,700.0,21.986908022562663,0.9707136917611907,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,850.0,11.082102518611483,1.4075727897982624,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,925.0,5.434028282430437,1.5649646975179297,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,975.0,1.786301334367858,1.6146742265646705,39.5
u30,BCwave_b1_u30_n1_s-5,1.0,1,-5,1000.0,0.02055069757033309,1.6183724174242333,39.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,10.0,0.013260064532692519,0.01182082044415879,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,50.0,0.037822370843787215,0.013325950365490393,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,100.0,0.794217337999079,0.10466284427963327,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,150.0,3.6042307595411938,0.36825280481113787,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,200.0,8.433562607235379,0.6857432848352182,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,250.0,14.213959283298916,0.837917997553156,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,300.0,19.814331897099812,0.7898953264029992,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,400.0,27.77636071840922,0.40876249131351794,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,500.0,30.06809990670946,0.061426885064257086,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,600.0,27.569982952541775,0.5333588498519274,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,700.0,21.98789642651876,0.9540280369113817,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,850.0,11.08316097524431,1.488406318582357,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,925.0,5.4348003135787115,1.7294065730465091,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,975.0,1.7868764373991224,1.838982786849059,44.5
u30,BCwave_b1_u30_n1_s0,1.0,1,0,1000.0,0.02125511534198318,1.8695323437163167,44.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,10.0,0.013894942921534594,0.012823317961641255,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,50.0,0.038613085081386896,0.01450335170915401,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,100.0,0.7958605041106542,0.11546160794568136,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,150.0,3.606769682963689,0.4241251384524741,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,200.0,8.436162437333001,0.8052420993591262,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,250.0,14.215757664044698,0.9411633084062374,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,300.0,19.81485539012485,0.8358772949408718,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,400.0,27.774684577518038,0.4024362182135246,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,500.0,30.06654060151842,0.05888776042455675,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,600.0,27.569951629638673,0.5124401390790312,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,700.0,21.988991912206014,0.9351427864902334,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,850.0,11.084742694430881,1.5473305333112775,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,925.0,5.436380252573225,1.8814435604374782,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,975.0,1.7884484509627023,2.075365926666242,49.5
u30,BCwave_b1_u30_n1_s5,1.0,1,5,1000.0,0.02325315033886884,2.150193278338273,49.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,10.0,0.014844192850351748,0.013726629999491893,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,50.0,0.03956995896749302,0.015573188393063287,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,100.0,0.7974535652332836,0.12581058966658226,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,150.0,3.609125626087189,0.48689030230676555,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,200.0,8.438445899221632,0.9503893857384436,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,250.0,14.21702667872111,1.0479478042630412,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,300.0,19.814561812082925,0.873692693248,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,400.0,27.771648565928142,0.39614590497751173,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,500.0,30.06339635848999,0.0568662501916997,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,600.0,27.568446185853745,0.4956290630881911,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,700.0,21.988859282599556,0.9169215848098154,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,850.0,11.085513668590123,1.5900082070310109,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,925.0,5.4374193933275015,2.0222425735726968,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,975.0,1.7896472142802344,2.322466818951616,54.5
u30,BCwave_b1_u30_n1_s10,1.0,1,10,1000.0,0.025153795770044476,2.4589220484401904,54.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,10.0,0.013609297913757878,0.009534755186823347,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,50.0,0.038102601393539874,0.010699052586146814,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,100.0,0.7919344337450134,0.08238568506878888,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,150.0,3.59579177763727,0.27450410062351754,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,200.0,8.417246015866597,0.5008325700638794,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,250.0,14.18993231985304,0.6451101247253652,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,300.0,19.783752658632068,0.6642225536126909,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,400.0,27.737018140157065,0.4000836132244436,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,500.0,30.024739196565417,0.06472585233213089,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,600.0,27.527770238452486,0.5573985675581854,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,700.0,21.95254193941752,0.93816494518117,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,850.0,11.06444390349918,1.2842474461675688,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,925.0,5.4251895520422195,1.3902148898370437,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,975.0,1.7831757813692093,1.4107841502799825,34.5
u30,BCwave_b1_u30_n3_s-10,1.0,3,-10,1000.0,0.019899553975644975,1.4030547138097795,34.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,10.0,0.013593982975044128,0.010712730322341015,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,50.0,0.03815268545553813,0.012042261551973604,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,100.0,0.7928214892745018,0.09337345377203554,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,150.0,3.5979307181305353,0.3169829303323479,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,200.0,8.420181589656407,0.5822148244060935,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,250.0,14.193015008502536,0.7368469330730467,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,300.0,19.786576641930473,0.7345805119949081,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,400.0,27.739256408479477,0.41499193440613336,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,500.0,30.027516730626424,0.06485050763495519,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,600.0,27.531472852494982,0.5613587696214467,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,700.0,21.956299580468073,0.9739555477173192,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,850.0,11.066844850116306,1.4111699541345397,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,925.0,5.42670007414288,1.5676777667082222,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,975.0,1.784095475739903,1.615633536766725,39.5
u30,BCwave_b1_u30_n3_s-5,1.0,3,-5,1000.0,0.020860234163642924,1.6180815239812818,39.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,10.0,0.013599411646929285,0.011809849791965981,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,50.0,0.038007048221091584,0.013297246803745007,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,100.0,0.7933116381367048,0.10395678127015376,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,150.0,3.5994324028491973,0.3610369312064499,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,200.0,8.422085576587254,0.6689723065287917,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,250.0,14.194511397679646,0.82822909657581,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,300.0,19.787192180421616,0.7960778321520049,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,400.0,27.738360177146063,0.42347027760000744,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,500.0,30.026989205678305,0.06435141915345981,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,600.0,27.532282219992744,0.5591033233623566,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,700.0,21.957861296335857,0.9928909639978851,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,850.0,11.06817127333747,1.5161785956463019,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,925.0,5.427616920736101,1.734163201534738,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,975.0,1.7847292764319314,1.8209537498172428,44.5
u30,BCwave_b1_u30_n3_s0,1.0,3,0,1000.0,0.02162478807298006,1.8393881213153376,44.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,10.0,0.014337576675784981,0.0128170967043629,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,50.0,0.03887657108765173,0.014463244909592284,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,100.0,0.7950851122538248,0.11405338378126223,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,150.0,3.60232034722964,0.406785390566927,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,200.0,8.42543536292182,0.7622716917714643,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,250.0,14.19753643936581,0.9189500944554808,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,300.0,19.789397054248386,0.8490648705327254,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,400.0,27.738971381717256,0.4277656069620611,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,500.0,30.027892631954618,0.06357716200779262,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,600.0,27.534536536534628,0.5536977324489716,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,700.0,21.9608237001631,1.0003236413816505,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,850.0,11.070727655622694,1.5993903216343703,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,925.0,5.429706513881683,1.8876380941960562,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,975.0,1.786520994371838,2.0272697523045773,49.5
u30,BCwave_b1_u30_n3_s5,1.0,3,5,1000.0,0.023650311083174023,2.0698311175198567,49.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,10.0,0.0152825390423661,0.013724152754583708,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,50.0,0.03983496025321074,0.015518725051262144,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,100.0,0.796654975745413,0.12350981584960667,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,150.0,3.604468246963289,0.4539706995187094,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,200.0,8.427221626705593,0.8628434906761383,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,250.0,14.197962925169204,1.0081106824134434,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,300.0,19.78793233765496,0.8939585955385412,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,400.0,27.734301371044584,0.42941609211531784,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,500.0,30.022958988613553,0.06271892908091369,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,600.0,27.531356472439235,0.5470824860356848,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,700.0,21.959358840518526,1.0009448693476555,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,850.0,11.070858563317193,1.664141378569906,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,925.0,5.430427112844256,2.0277925430691384,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,975.0,1.7876299748818079,2.2352031091545075,54.5
u30,BCwave_b1_u30_n3_s10,1.0,3,10,1000.0,0.02547015974431588,2.3126355534206513,54.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,10.0,0.013789740059883116,0.00951345157366657,34.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,50.0,0.03812712104214976,0.010676104183503784,34.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,100.0,0.7902318512399992,0.08230769022821281,34.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,150.0,3.587810205750995,0.27501356339883193,34.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,200.0,8.398457339074877,0.5022930501670738,34.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,250.0,14.158187023798625,0.6453832437857947,34.5
u30,BCwave_b1_u30_n6_s-10,1.0,6,-10,300.0,19.739412212371825,0.6612097228578048,34.5
