ensemble,case,b,n,s,pressure_hpa,initial_zonal_wind_at_jet_core_m_s-1,initial_eady_growth_rate_day-1,initial_jet_core_latitude_deg
standard,BCwave_b15n1s5,1.5,1,5,500.0,19.623105637232463,0.4039554859797587,49.5
standard,BCwave_b15n1s5,1.5,1,5,600.0,15.937279550234477,0.60346126616336,49.5
standard,BCwave_b15n1s5,1.5,1,5,700.0,11.810384726524353,0.7564313908642082,49.5
standard,BCwave_b15n1s5,1.5,1,5,850.0,5.637653017044068,0.9215830820250362,49.5
standard,BCwave_b15n1s5,1.5,1,5,925.0,2.739629689852397,0.9873612493378029,49.5
standard,BCwave_b15n1s5,1.5,1,5,975.0,0.9056342701117198,1.0026407335740235,49.5
standard,BCwave_b15n1s5,1.5,1,5,1000.0,0.022074343567465526,0.9977145825746468,49.5
standard,BCwave_b15n1s10,1.5,1,10,10.0,0.031608982128091156,0.06955734524541743,54.5
standard,BCwave_b15n1s10,1.5,1,10,50.0,1.9498274799850253,0.1252227946164717,54.5
standard,BCwave_b15n1s10,1.5,1,10,100.0,7.6599182062678866,0.3081508457074349,54.5
standard,BCwave_b15n1s10,1.5,1,10,150.0,13.450128229459127,0.4600583447004498,54.5
standard,BCwave_b15n1s10,1.5,1,10,200.0,17.865198294321697,0.4173453468635674,54.5
standard,BCwave_b15n1s10,1.5,1,10,250.0,20.707205110126072,0.2833846084412662,54.5
standard,BCwave_b15n1s10,1.5,1,10,300.0,22.179973930782744,0.12925027025953337,54.5
standard,BCwave_b15n1s10,1.5,1,10,400.0,22.127452855639987,0.16259575881606245,54.5
standard,BCwave_b15n1s10,1.5,1,10,500.0,19.623317294650608,0.41057088584348495,54.5
standard,BCwave_b15n1s10,1.5,1,10,600.0,15.938128831651476,0.6202881330143327,54.5
standard,BCwave_b15n1s10,1.5,1,10,700.0,11.81159679889679,0.7895948270857266,54.5
standard,BCwave_b15n1s10,1.5,1,10,850.0,5.639122456974453,0.9875515682974567,54.5
standard,BCwave_b15n1s10,1.5,1,10,925.0,2.7412295632892185,1.0719971028466646,54.5
standard,BCwave_b15n1s10,1.5,1,10,975.0,0.9073093652725219,1.0966258165353853,54.5
standard,BCwave_b15n1s10,1.5,1,10,1000.0,0.02402122420783428,1.0944622394837247,54.5
standard,BCwave_b15n3s-10,1.5,3,-10,10.0,0.0273246593398249,0.048430844958901244,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,50.0,1.9399370223283767,0.08539689140744466,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,100.0,7.641219317913055,0.20836285878507926,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,150.0,13.424861131774055,0.32512897987777656,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,200.0,17.835488266415066,0.32181235745579695,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,250.0,20.67467065387302,0.23306107466449807,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,300.0,22.145833089616563,0.11035357157035573,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,400.0,22.092556142807005,0.14172683234765016,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,500.0,19.59000918070475,0.3484734422053686,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,600.0,15.90882093111674,0.49757113904771527,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,700.0,11.788073582119411,0.5911150565803763,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,850.0,5.625272479322222,0.6720192123782924,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,925.0,2.732007874382867,0.703750832372643,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,975.0,0.9010051045152876,0.7099048879861339,34.5
standard,BCwave_b15n3s-10,1.5,3,-10,1000.0,0.018463800742410462,0.7056180958329316,34.5
standard,BCwave_b15n3s-5,1.5,3,-5,10.0,0.027956920426933922,0.05437255485375984,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,50.0,1.9415505230426788,0.09619199595695135,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,100.0,7.643695991569095,0.2349887234855036,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,150.0,13.42766244676378,0.3641322875056202,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,200.0,17.83844894833035,0.3550080415169688,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,250.0,20.67774756219652,0.25390136542596076,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,300.0,22.14901271396213,0.11929090722733714,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,400.0,22.095918973286945,0.1525978940312023,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,500.0,19.5934931702084,0.37790825810508466,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,600.0,15.912097613016764,0.5471106758768796,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,700.0,11.790838175349766,0.6597818592467027,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,850.0,5.627047440740797,0.7620088307934892,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,925.0,2.7333041886488596,0.8002708850944918,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,975.0,0.9019908279180526,0.8067859845111235,39.5
standard,BCwave_b15n3s-5,1.5,3,-5,1000.0,0.019450891613164205,0.8014058581699356,39.5
standard,BCwave_b15n3,1.5,3,0,10.0,0.028633863630562296,0.05989224698831388,44.5
standard,BCwave_b15n3,1.5,3,0,50.0,1.942826055486997,0.1063450751556097,44.5
standard,BCwave_b15n3,1.5,3,0,100.0,7.645255728562673,0.2601653092682393,44.5
standard,BCwave_b15n3,1.5,3,0,150.0,13.428970983293322,0.400011918091674,44.5
standard,BCwave_b15n3,1.5,3,0,200.0,17.83946657710605,0.38368637432800606,44.5
standard,BCwave_b15n3,1.5,3,0,250.0,20.67858508957757,0.270921018913387,44.5
standard,BCwave_b15n3,1.5,3,0,300.0,22.14980999098884,0.1263176556187678,44.5
standard,BCwave_b15n3,1.5,3,0,400.0,22.096984301673043,0.16092285506189713,44.5
standard,BCwave_b15n3,1.5,3,0,500.0,19.59499260054694,0.4011068476009879,44.5
standard,BCwave_b15n3,1.5,3,0,600.0,15.913793545299106,0.5883050521201795,44.5
standard,BCwave_b15n3,1.5,3,0,700.0,11.792429961098565,0.7202278745017847,44.5
standard,BCwave_b15n3,1.5,3,0,850.0,5.628209703498417,0.8467354662721626,44.5
standard,BCwave_b15n3,1.5,3,0,925.0,2.7342115236653224,0.8932191585199528,44.5
standard,BCwave_b15n3,1.5,3,0,975.0,0.9027469797266854,0.9006658851828894,44.5
standard,BCwave_b15n3,1.5,3,0,1000.0,0.020256923467387524,0.8942452062326055,44.5
standard,BCwave_b15n3s5,1.5,3,5,10.0,0.03005245034194862,0.06494904775333162,49.5
standard,BCwave_b15n3s5,1.5,3,5,50.0,1.945174440410402,0.11578462032182911,49.5
standard,BCwave_b15n3s5,1.5,3,5,100.0,7.648122278849284,0.28370426164289847,49.5
standard,BCwave_b15n3s5,1.5,3,5,150.0,13.43170513312022,0.432590194553009,49.5
standard,BCwave_b15n3s5,1.5,3,5,200.0,17.841920222176444,0.408069456978784,49.5
standard,BCwave_b15n3s5,1.5,3,5,250.0,20.680832688013712,0.2845744000255122,49.5
standard,BCwave_b15n3s5,1.5,3,5,300.0,22.151982932620577,0.13172870571350123,49.5
standard,BCwave_b15n3s5,1.5,3,5,400.0,22.099344465467667,0.16714533583818944,49.5
standard,BCwave_b15n3s5,1.5,3,5,500.0,19.597744470172458,0.41879912683659515,49.5
standard,BCwave_b15n3s5,1.5,3,5,600.0,15.916702850659687,0.6211502339964267,49.5
standard,BCwave_b15n3s5,1.5,3,5,700.0,11.795167541503906,0.7709908949116133,49.5
standard,BCwave_b15n3s5,1.5,3,5,850.0,5.630451656712426,0.9234929550256727,49.5
standard,BCwave_b15n3s5,1.5,3,5,925.0,2.7362020240889655,0.980457452091003,49.5
standard,BCwave_b15n3s5,1.5,3,5,975.0,0.9045906527174844,0.9901643832594114,49.5
standard,BCwave_b15n3s5,1.5,3,5,1000.0,0.02219639682372774,0.9830846394648508,49.5
standard,BCwave_b15n3s10,1.5,3,10,10.0,0.03166113196639344,0.06949460737365154,54.5
standard,BCwave_b15n3s10,1.5,3,10,50.0,1.9472343544165294,0.12439177713313027,54.5
standard,BCwave_b15n3s10,1.5,3,10,100.0,7.649571821424696,0.30530821979873685,54.5
standard,BCwave_b15n3s10,1.5,3,10,150.0,13.431902278794183,0.46162276477253744,54.5
standard,BCwave_b15n3s10,1.5,3,10,200.0,17.840987979041206,0.42841087299229064,54.5
standard,BCwave_b15n3s10,1.5,3,10,250.0,20.67914677725898,0.29531350450515487,54.5
standard,BCwave_b15n3s10,1.5,3,10,300.0,22.14993495941162,0.13580985083211197,54.5
standard,BCwave_b15n3s10,1.5,3,10,400.0,22.097505569458008,0.17167278985304046,54.5
standard,BCwave_b15n3s10,1.5,3,10,500.0,19.596761878331503,0.43189449980978073,54.5
standard,BCwave_b15n3s10,1.5,3,10,600.0,15.91656584209866,0.6464171605022591,54.5
standard,BCwave_b15n3s10,1.5,3,10,700.0,11.79564480251736,0.8119400160053065,54.5
standard,BCwave_b15n3s10,1.5,3,10,850.0,5.631574499607086,0.990644553147013,54.5
standard,BCwave_b15n3s10,1.5,3,10,925.0,2.737617858250936,1.0603158896578002,54.5
standard,BCwave_b15n3s10,1.5,3,10,975.0,0.906203087998761,1.0747022952898464,54.5
standard,BCwave_b15n3s10,1.5,3,10,1000.0,0.0241138489289003,1.068206864391305,54.5
standard,BCwave_b15n6s-10,1.5,6,-10,10.0,0.02726578277716827,0.048320502895250875,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,50.0,1.935539107521375,0.08524156080273042,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,100.0,7.623997371726566,0.2080283121031718,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,150.0,13.394621120558845,0.3242714766380128,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,200.0,17.79530578189426,0.3202052735976959,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,250.0,20.628088262346054,0.2314228545150746,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,300.0,22.095935810936822,0.10943182322930264,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,400.0,22.042800399992203,0.14042586107321464,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,500.0,19.54592367808024,0.3455574053074228,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,600.0,15.873051102956136,0.4942321279116742,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,700.0,11.761591641108195,0.5882323712352219,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,850.0,5.612661757734087,0.6703670116535526,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,925.0,2.725906855530209,0.7028527051800278,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,975.0,0.8990189206269052,0.7089454226493943,34.5
standard,BCwave_b15n6s-10,1.5,6,-10,1000.0,0.01843288466909851,0.7043299419511532,34.5
standard,BCwave_b15n6s-5,1.5,6,-5,10.0,0.027947809275550146,0.05426053563400779,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,50.0,1.9374675985839631,0.095958426512629,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,100.0,7.627638602256775,0.23438646536747215,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,150.0,13.399446492724948,0.3634968766450399,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,200.0,17.800954839918347,0.3549872255369029,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,250.0,20.634275648328995,0.25422850027998767,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,300.0,22.10244459046258,0.11954631599080012,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,400.0,22.04948225021362,0.15300493636568682,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,500.0,19.552331495285035,0.378761500996281,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,600.0,15.878685877058242,0.5478162666151165,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,700.0,11.766092252731323,0.6598508123194896,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,850.0,5.615272390842438,0.7607729550807921,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,925.0,2.72760468588935,0.7983135289329616,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,975.0,0.9001435736815134,0.8040858735235613,39.5
standard,BCwave_b15n6s-5,1.5,6,-5,1000.0,0.01943638055506906,0.7982536957672481,39.5
standard,BCwave_b15n6,1.5,6,0,10.0,0.028606108821339956,0.05977565426665836,44.5
standard,BCwave_b15n6,1.5,6,0,50.0,1.938797515630722,0.10599977980263028,44.5
standard,BCwave_b15n6,1.5,6,0,100.0,7.629477402899,0.25918037421042656,44.5
standard,BCwave_b15n6,1.5,6,0,150.0,13.401285950342814,0.3996545864107135,44.5
standard,BCwave_b15n6,1.5,6,0,200.0,17.802707952923246,0.38561960622178754,44.5
standard,BCwave_b15n6,1.5,6,0,250.0,20.636000458399455,0.27353184908606626,44.5
standard,BCwave_b15n6,1.5,6,0,300.0,22.104212888081868,0.12788918500776142,44.5
standard,BCwave_b15n6,1.5,6,0,400.0,22.051490052541098,0.1632049037659803,44.5
standard,BCwave_b15n6,1.5,6,0,500.0,19.554639524883694,0.40624306905843255,44.5
standard,BCwave_b15n6,1.5,6,0,600.0,15.88101773262024,0.5939357990659854,44.5
standard,BCwave_b15n6,1.5,6,0,700.0,11.768145100275676,0.7241826671253473,44.5
standard,BCwave_b15n6,1.5,6,0,850.0,5.616637712054782,0.8460329739719559,44.5
standard,BCwave_b15n6,1.5,6,0,925.0,2.728603435887231,0.8897896305355457,44.5
standard,BCwave_b15n6,1.5,6,0,975.0,0.9009181055757735,0.8951395974628606,44.5
standard,BCwave_b15n6,1.5,6,0,1000.0,0.020221413572431225,0.8876499958530542,44.5
standard,BCwave_b15n6s5,1.5,6,5,10.0,0.030073921617844866,0.06483565291617016,49.5
standard,BCwave_b15n6s5,1.5,6,5,50.0,1.9413937502437169,0.11531441821664418,49.5
standard,BCwave_b15n6s5,1.5,6,5,100.0,7.633248227172428,0.2822712040746257,49.5
standard,BCwave_b15n6s5,1.5,6,5,150.0,13.405607128143311,0.43261629887981184,49.5
standard,BCwave_b15n6s5,1.5,6,5,200.0,17.8072695573171,0.41223833666548526,49.5
standard,BCwave_b15n6s5,1.5,6,5,250.0,20.640680334303113,0.28962807823819087,49.5
standard,BCwave_b15n6s5,1.5,6,5,300.0,22.10898715655009,0.13465624345512522,49.5
standard,BCwave_b15n6s5,1.5,6,5,400.0,22.056459871927895,0.17131419754785623,49.5
standard,BCwave_b15n6s5,1.5,6,5,500.0,19.559716526667277,0.4283664934789858,49.5
standard,BCwave_b15n6s5,1.5,6,5,600.0,15.885824754503037,0.6321806718039347,49.5
standard,BCwave_b15n6s5,1.5,6,5,700.0,11.772296860482957,0.7795208580179842,49.5
standard,BCwave_b15n6s5,1.5,6,5,850.0,5.61955977678299,0.9235626480899704,49.5
standard,BCwave_b15n6s5,1.5,6,5,925.0,2.730943167209625,0.975166757664107,49.5
standard,BCwave_b15n6s5,1.5,6,5,975.0,0.9028948465983073,0.9811735428802675,49.5
standard,BCwave_b15n6s5,1.5,6,5,1000.0,0.02219535108517145,0.9724216294722948,49.5
standard,BCwave_b15n6s10,1.5,6,10,10.0,0.031644867425267065,0.06937235458896952,54.5
standard,BCwave_b15n6s10,1.5,6,10,50.0,1.943256108959516,0.12375567474974968,54.5
standard,BCwave_b15n6s10,1.5,6,10,100.0,7.6339822305573355,0.30329490566955414,54.5
standard,BCwave_b15n6s10,1.5,6,10,150.0,13.404568547672696,0.46198860312730017,54.5
standard,BCwave_b15n6s10,1.5,6,10,200.0,17.804699632856583,0.43483332186629325,54.5
standard,BCwave_b15n6s10,1.5,6,10,250.0,20.637102593315973,0.3027249184856361,54.5
standard,BCwave_b15n6s10,1.5,6,10,300.0,22.104908265007868,0.14000722134069063,54.5
standard,BCwave_b15n6s10,1.5,6,10,400.0,22.052593019273544,0.17757604400818966,54.5
standard,BCwave_b15n6s10,1.5,6,10,500.0,19.55694473584493,0.4455957048399212,54.5
standard,BCwave_b15n6s10,1.5,6,10,600.0,15.884234918488396,0.6626670382255376,54.5
standard,BCwave_b15n6s10,1.5,6,10,700.0,11.771698355674744,0.8250576138622372,54.5
standard,BCwave_b15n6s10,1.5,6,10,850.0,5.6201748013496395,0.9912720536586331,54.5
standard,BCwave_b15n6s10,1.5,6,10,925.0,2.7321151905589636,1.052288898834354,54.5
standard,BCwave_b15n6s10,1.5,6,10,975.0,0.9044270558489693,1.0612373700826387,54.5
standard,BCwave_b15n6s10,1.5,6,10,1000.0,0.0241591277467238,1.0526415384507648,54.5
standard,BCwave_b2n1s-10,2.0,1,-10,10.0,0.8038535194264518,0.006736611979160898,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,50.0,11.147286306487189,0.17249843127884756,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,100.0,21.4596404393514,0.24721715796091467,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,150.0,27.061270803875395,0.2381059312739669,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,200.0,29.52688691351149,0.11971596883015269,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,250.0,30.04828028678894,0.02387620476771325,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,300.0,29.361481051974827,0.1569647102175205,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,400.0,26.015839433670045,0.36735791086496894,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,500.0,21.52042512893677,0.508081284853286,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,600.0,16.752283308241104,0.5946169681924983,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,700.0,12.097732792960272,0.6421996182375546,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,850.0,5.662143210570018,0.6828445251605091,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,925.0,2.739158687988917,0.704462456826275,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,975.0,0.9023438235123952,0.7083733638380771,34.5
standard,BCwave_b2n1s-10,2.0,1,-10,1000.0,0.018414892210512335,0.7039869448580034,34.5
standard,BCwave_b2n1s-5,2.0,1,-5,10.0,0.8049135754505793,0.007608454418078663,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,50.0,11.149111821916367,0.19394009231837508,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,100.0,21.46134957737393,0.27533990485833887,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,150.0,27.062943691677518,0.25932193124074693,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,200.0,29.528636598587035,0.12817773391798118,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,250.0,30.05013700061374,0.025417648355588726,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,300.0,29.36345282130771,0.16724942958353792,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,400.0,26.017997561560737,0.39512079617066087,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,500.0,21.52262219323052,0.55453528451376,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,600.0,16.754298734664918,0.659918689594299,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,700.0,12.099427882830302,0.7235432476339116,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,850.0,5.663356982337104,0.7801619707229984,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,925.0,2.7401779611905415,0.8063233634148282,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,975.0,0.9032330688503053,0.8091663574339022,39.5
standard,BCwave_b2n1s-5,2.0,1,-5,1000.0,0.019364149858746613,0.8028173702496966,39.5
standard,BCwave_b2n1,2.0,1,0,10.0,0.8059855851862165,0.008434529116240787,44.5
standard,BCwave_b2n1,2.0,1,0,50.0,11.150476082166035,0.2139826071432326,44.5
standard,BCwave_b2n1,2.0,1,0,100.0,21.46220349205865,0.30063548372935534,44.5
standard,BCwave_b2n1,2.0,1,0,150.0,27.063567707273695,0.27660216472595794,44.5
standard,BCwave_b2n1,2.0,1,0,200.0,29.52927844789293,0.13448519978949194,44.5
standard,BCwave_b2n1,2.0,1,0,250.0,30.050940789116755,0.02651507656705468,44.5
standard,BCwave_b2n1,2.0,1,0,300.0,29.364461141162447,0.17466518812011247,44.5
standard,BCwave_b2n1,2.0,1,0,400.0,26.019419458177353,0.41621606758699004,44.5
standard,BCwave_b2n1,2.0,1,0,500.0,21.524290619956123,0.592272679159214,44.5
standard,BCwave_b2n1,2.0,1,0,600.0,16.755912240346273,0.7165200715656241,44.5
standard,BCwave_b2n1,2.0,1,0,700.0,12.100830115212334,0.7980932040499689,44.5
standard,BCwave_b2n1,2.0,1,0,850.0,5.664353292518192,0.8748391838246053,44.5
standard,BCwave_b2n1,2.0,1,0,925.0,2.740961323181788,0.9073393415985646,44.5
standard,BCwave_b2n1,2.0,1,0,975.0,0.9039159148931504,0.9091908964785453,44.5
standard,BCwave_b2n1,2.0,1,0,1000.0,0.020092810878675968,0.9004856981754056,44.5
standard,BCwave_b2n1s5,2.0,1,5,10.0,0.8079293310642243,0.009215022971168076,49.5
standard,BCwave_b2n1s5,2.0,1,5,50.0,11.152794138590496,0.2324722538840894,49.5
standard,BCwave_b2n1s5,2.0,1,5,100.0,21.463755814234414,0.3230207638123681,49.5
standard,BCwave_b2n1s5,2.0,1,5,150.0,27.064608393775092,0.2903791023475357,49.5
standard,BCwave_b2n1s5,2.0,1,5,200.0,29.530154853396944,0.13905009016941383,49.5
standard,BCwave_b2n1s5,2.0,1,5,250.0,30.051863119337295,0.027284172312057618,49.5
standard,BCwave_b2n1s5,2.0,1,5,300.0,29.365547704696656,0.1798562198015471,49.5
standard,BCwave_b2n1s5,2.0,1,5,400.0,26.020948870976767,0.4317769948386222,49.5
standard,BCwave_b2n1s5,2.0,1,5,500.0,21.526189533869424,0.6219228990575568,49.5
standard,BCwave_b2n1s5,2.0,1,5,600.0,16.757949055565728,0.7636753451035625,49.5
standard,BCwave_b2n1s5,2.0,1,5,700.0,12.102816825442844,0.8635688060045944,49.5
standard,BCwave_b2n1s5,2.0,1,5,850.0,5.666244861814711,0.9639376935331627,49.5
standard,BCwave_b2n1s5,2.0,1,5,925.0,2.742819755607181,1.0052751142820218,49.5
standard,BCwave_b2n1s5,2.0,1,5,975.0,0.9057664651009771,1.0076659845542364,49.5
standard,BCwave_b2n1s5,2.0,1,5,1000.0,0.02211689887110645,0.9972071711569733,49.5
standard,BCwave_b2n1s10,2.0,1,10,10.0,0.8099294079674615,0.009934122347051592,54.5
standard,BCwave_b2n1s10,2.0,1,10,50.0,11.154474369684856,0.2492503764630268,54.5
standard,BCwave_b2n1s10,2.0,1,10,100.0,21.464088424046835,0.3424881286709789,54.5
standard,BCwave_b2n1s10,2.0,1,10,150.0,27.06413527064853,0.3011555355944994,54.5
standard,BCwave_b2n1s10,2.0,1,10,200.0,29.52938420507643,0.14227245542076586,54.5
standard,BCwave_b2n1s10,2.0,1,10,250.0,30.051130384869047,0.02779685755578595,54.5
standard,BCwave_b2n1s10,2.0,1,10,300.0,29.365023851394653,0.18336183119200514,54.5
standard,BCwave_b2n1s10,2.0,1,10,400.0,26.021080758836533,0.44295666090633706,54.5
standard,BCwave_b2n1s10,2.0,1,10,500.0,21.526935005187987,0.6446469230824627,54.5
standard,BCwave_b2n1s10,2.0,1,10,600.0,16.759040043089126,0.8018103726907803,54.5
standard,BCwave_b2n1s10,2.0,1,10,700.0,12.104100187619528,0.9191822651810136,54.5
standard,BCwave_b2n1s10,2.0,1,10,850.0,5.667706599500444,1.0455702149643982,54.5
standard,BCwave_b2n1s10,2.0,1,10,925.0,2.744383431143231,1.098792637365914,54.5
standard,BCwave_b2n1s10,2.0,1,10,975.0,0.9074157431721688,1.104333447796697,54.5
standard,BCwave_b2n1s10,2.0,1,10,1000.0,0.0240117013600905,1.0933180885644287,54.5
standard,BCwave_b2n3s-10,2.0,3,-10,10.0,0.8026076366504034,0.006734066107489504,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,50.0,11.130481500095792,0.1723040701756418,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,100.0,21.427315696080527,0.24626233615327386,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,150.0,27.020506387286716,0.2355614812549054,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,200.0,29.48241206804911,0.11778579941876974,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,250.0,30.003033468458387,0.023449172075539162,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,300.0,29.317285548316107,0.15418483337596134,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,400.0,25.976724433898926,0.36187827241042364,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,500.0,21.488103183110557,0.5025322649244689,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,600.0,16.727163293626575,0.5905382604206314,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,700.0,12.079616075091892,0.640042874370591,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,850.0,5.653700445757972,0.6833605866197096,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,925.0,2.7351112286249797,0.7062603339169655,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,975.0,0.901058302488592,0.7105709566847592,34.5
standard,BCwave_b2n3s-10,2.0,3,-10,1000.0,0.018451277642973055,0.7061378207224378,34.5
standard,BCwave_b2n3s-5,2.0,3,-5,10.0,0.8037950929668215,0.007596523938263746,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,50.0,11.13345270951589,0.19366800068192674,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,100.0,21.431200302971735,0.2750414747638171,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,150.0,27.024922582838272,0.259188783705296,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,200.0,29.48715223736233,0.1281555022892139,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,250.0,30.007936350504558,0.025413349486335553,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,300.0,29.322233486175538,0.16724040599834444,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,400.0,25.98150594499376,0.39511009576942563,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,500.0,21.492464711931017,0.5544808710200201,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,600.0,16.73084307776557,0.6597473305277091,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,700.0,12.082521073023479,0.7231878404554232,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,850.0,5.655488518873851,0.779498539660247,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,925.0,2.7364072733455234,0.8055583039887562,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,975.0,0.9020471062925127,0.8080210072191772,39.5
standard,BCwave_b2n3s-5,2.0,3,-5,1000.0,0.01944277370558767,0.8013355622804287,39.5
standard,BCwave_b2n3,2.0,3,0,10.0,0.8048449617293146,0.008409372933366398,44.5
standard,BCwave_b2n3,2.0,3,0,50.0,11.135082231627571,0.21359459714974308,44.5
standard,BCwave_b2n3,2.0,3,0,100.0,21.432602077060274,0.30120902524731846,44.5
standard,BCwave_b2n3,2.0,3,0,150.0,27.026281796561346,0.2793603133216019,44.5
standard,BCwave_b2n3,2.0,3,0,200.0,29.48862453566657,0.1365715841698662,44.5
standard,BCwave_b2n3,2.0,3,0,250.0,30.00957989162869,0.02696786460476873,44.5
standard,BCwave_b2n3,2.0,3,0,300.0,29.32404458787706,0.1776520083624054,44.5
standard,BCwave_b2n3,2.0,3,0,400.0,25.983592722151016,0.4223781420841345,44.5
